Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	Polistes_canadensis	Polistes_dominula	Liostenogaster_flavolineata	Tally
OG0002823	0	0	0	0	0	0	0
OG0002824	0	0	0	0	0	0	0
OG0002825	0	0	0	0	0	0	0
OG0002828	0	0	0	0	0	0	0
OG0002830	0	0	0	0	0	0	0
OG0002833	0	0	0	0	0	0	0
OG0002836	0	0	0	0	0	0	0
OG0002839	0	0	0	0	0	0	0
OG0002842	0	0	0	0	0	0	0
OG0002844	0	0	0	0	0	0	0
OG0002845	0	0	0	0	0	0	0
OG0002846	0	0	0	0	0	0	0
OG0002848	0	0	0	0	0	0	0
OG0002850	0	0	0	0	0	0	0
OG0002851	0	0	0	0	0	0	0
OG0002853	0	0	0	0	0	0	0
OG0002855	0	0	0	0	0	0	0
OG0002856	0	0	0	0	0	0	0
OG0002857	0	0	0	0	0	0	0
OG0002858	0	0	0	0	0	0	0
OG0002859	0	0	0	0	0	0	0
OG0002860	0	0	0	0	0	0	0
OG0002866	0	0	0	0	0	0	0
OG0002867	0	0	0	0	0	0	0
OG0002868	0	0	0	0	0	0	0
OG0002875	0	0	0	0	0	0	0
OG0002876	0	0	0	0	0	0	0
OG0002877	0	0	0	0	0	0	0
OG0002879	0	0	0	0	0	0	0
OG0002880	0	0	0	0	0	0	0
OG0002881	0	0	0	0	0	0	0
OG0002884	0	0	0	0	0	0	0
OG0002891	0	0	0	0	0	0	0
OG0002892	0	0	0	0	0	0	0
OG0002895	0	0	0	0	0	0	0
OG0002896	0	0	0	0	0	0	0
OG0002897	0	0	0	0	0	0	0
OG0002898	0	0	0	0	0	0	0
OG0002900	0	0	0	0	0	0	0
OG0002901	0	0	0	0	0	0	0
OG0002902	0	0	0	0	0	0	0
OG0002903	0	0	0	0	0	0	0
OG0002904	0	0	0	0	0	0	0
OG0002905	0	0	0	0	0	0	0
OG0002908	0	0	0	0	0	0	0
OG0002909	0	0	0	0	0	0	0
OG0002911	0	0	0	0	0	0	0
OG0002914	0	0	0	0	0	0	0
OG0002916	0	0	0	0	0	0	0
OG0002922	0	0	0	0	0	0	0
OG0002926	0	0	0	0	0	0	0
OG0002927	0	0	0	0	0	0	0
OG0002929	0	0	0	0	0	0	0
OG0002933	0	0	0	0	0	0	0
OG0002934	0	0	0	0	0	0	0
OG0002935	0	0	0	0	0	0	0
OG0002936	0	0	0	0	0	0	0
OG0002939	0	0	0	0	0	0	0
OG0002941	0	0	0	0	0	0	0
OG0002945	0	0	0	0	0	0	0
OG0002946	0	0	0	0	0	0	0
OG0002947	0	0	0	0	0	0	0
OG0002948	0	0	0	0	0	0	0
OG0002950	0	0	0	0	0	0	0
OG0002952	0	0	0	0	0	0	0
OG0002955	0	0	0	0	0	0	0
OG0002958	0	0	0	0	0	0	0
OG0002959	0	0	0	0	0	0	0
OG0002960	0	0	0	0	0	0	0
OG0002961	0	0	0	0	0	0	0
OG0002962	0	0	0	0	0	0	0
OG0002963	0	0	0	0	0	0	0
OG0002964	0	0	0	0	0	0	0
OG0002969	0	0	0	0	0	0	0
OG0002971	0	0	0	0	0	0	0
OG0002972	0	0	0	0	0	0	0
OG0002973	0	0	0	0	0	0	0
OG0002975	0	0	0	0	0	0	0
OG0002978	0	0	0	0	0	0	0
OG0002981	0	0	0	0	0	0	0
OG0002983	0	0	0	0	0	0	0
OG0002985	0	0	0	0	0	0	0
OG0002986	0	0	0	0	0	0	0
OG0002987	0	0	0	0	0	0	0
OG0002990	0	0	0	0	0	0	0
OG0002991	0	0	0	0	0	0	0
OG0002992	0	0	0	0	0	0	0
OG0002994	0	0	0	0	0	0	0
OG0002995	0	0	0	0	0	0	0
OG0002996	0	0	0	0	0	0	0
OG0002997	0	0	0	0	0	0	0
OG0002998	0	0	0	0	0	0	0
OG0003002	0	0	0	0	0	0	0
OG0003007	0	0	0	0	0	0	0
OG0003008	0	0	0	0	0	0	0
OG0003009	0	0	0	0	0	0	0
OG0003010	0	0	0	0	0	0	0
OG0003011	0	0	0	0	0	0	0
OG0003012	0	0	0	0	0	0	0
OG0003013	0	0	0	0	0	0	0
OG0003016	0	0	0	0	0	0	0
OG0003017	0	0	0	0	0	0	0
OG0003018	0	0	0	0	0	0	0
OG0003021	0	0	0	0	0	0	0
OG0003022	0	0	0	0	0	0	0
OG0003023	0	0	0	0	0	0	0
OG0003025	0	0	0	0	0	0	0
OG0003026	0	0	0	0	0	0	0
OG0003027	0	0	0	0	0	0	0
OG0003029	0	0	0	0	0	0	0
OG0003030	0	0	0	0	0	0	0
OG0003032	0	0	0	0	0	0	0
OG0003035	0	0	0	0	0	0	0
OG0003036	0	0	0	0	0	0	0
OG0003040	0	0	0	0	0	0	0
OG0003041	0	0	0	0	0	0	0
OG0003042	0	0	0	0	0	0	0
OG0003043	0	0	0	0	0	0	0
OG0003044	0	0	0	0	0	0	0
OG0003045	0	0	0	0	0	0	0
OG0003046	0	0	0	0	0	0	0
OG0003047	0	0	0	0	0	0	0
OG0003049	0	0	0	0	0	0	0
OG0003050	0	0	0	0	0	0	0
OG0003053	0	0	0	0	0	0	0
OG0003054	0	0	0	0	0	0	0
OG0003055	0	0	0	0	0	0	0
OG0003060	0	0	0	0	0	0	0
OG0003061	0	0	0	0	0	0	0
OG0003062	0	0	0	0	0	0	0
OG0003073	0	0	0	0	0	0	0
OG0003075	0	0	0	0	0	0	0
OG0003076	0	0	0	0	0	0	0
OG0003077	0	0	0	0	0	0	0
OG0003078	0	0	0	0	0	0	0
OG0003079	0	0	0	0	0	0	0
OG0003080	0	0	0	0	0	0	0
OG0003082	0	0	0	0	0	0	0
OG0003083	0	0	0	0	0	0	0
OG0003084	0	0	0	0	0	0	0
OG0003086	0	0	0	0	0	0	0
OG0003087	0	0	0	0	0	0	0
OG0003088	0	0	0	0	0	0	0
OG0003089	0	0	0	0	0	0	0
OG0003091	0	0	0	0	0	0	0
OG0003094	0	0	0	0	0	0	0
OG0003097	0	0	0	0	0	0	0
OG0003098	0	0	0	0	0	0	0
OG0003100	0	0	0	0	0	0	0
OG0003101	0	0	0	0	0	0	0
OG0003102	0	0	0	0	0	0	0
OG0003103	0	0	0	0	0	0	0
OG0003106	0	0	0	0	0	0	0
OG0003107	0	0	0	0	0	0	0
OG0003108	0	0	0	0	0	0	0
OG0003110	0	0	0	0	0	0	0
OG0003111	0	0	0	0	0	0	0
OG0003113	0	0	0	0	0	0	0
OG0003115	0	0	0	0	0	0	0
OG0003118	0	0	0	0	0	0	0
OG0003121	0	0	0	0	0	0	0
OG0003123	0	0	0	0	0	0	0
OG0003125	0	0	0	0	0	0	0
OG0003128	0	0	0	0	0	0	0
OG0003130	0	0	0	0	0	0	0
OG0003132	0	0	0	0	0	0	0
OG0003136	0	0	0	0	0	0	0
OG0003137	0	0	0	0	0	0	0
OG0003141	0	0	0	0	0	0	0
OG0003143	0	0	0	0	0	0	0
OG0003146	0	0	0	0	0	0	0
OG0003151	0	0	0	0	0	0	0
OG0003155	0	0	0	0	0	0	0
OG0003158	0	0	0	0	0	0	0
OG0003160	0	0	0	0	0	0	0
OG0003161	0	0	0	0	0	0	0
OG0003162	0	0	0	0	0	0	0
OG0003163	0	0	0	0	0	0	0
OG0003164	0	0	0	0	0	0	0
OG0003167	0	0	0	0	0	0	0
OG0003169	0	0	0	0	0	0	0
OG0003170	0	0	0	0	0	0	0
OG0003172	0	0	0	0	0	0	0
OG0003176	0	0	0	0	0	0	0
OG0003179	0	0	0	0	0	0	0
OG0003180	0	0	0	0	0	0	0
OG0003181	0	0	0	0	0	0	0
OG0003185	0	0	0	0	0	0	0
OG0003186	0	0	0	0	0	0	0
OG0003188	0	0	0	0	0	0	0
OG0003189	0	0	0	0	0	0	0
OG0003190	0	0	0	0	0	0	0
OG0003195	0	0	0	0	0	0	0
OG0003196	0	0	0	0	0	0	0
OG0003198	0	0	0	0	0	0	0
OG0003199	0	0	0	0	0	0	0
OG0003201	0	0	0	0	0	0	0
OG0003202	0	0	0	0	0	0	0
OG0003204	0	0	0	0	0	0	0
OG0003205	0	0	0	0	0	0	0
OG0003206	0	0	0	0	0	0	0
OG0003210	0	0	0	0	0	0	0
OG0003213	0	0	0	0	0	0	0
OG0003214	0	0	0	0	0	0	0
OG0003215	0	0	0	0	0	0	0
OG0003216	0	0	0	0	0	0	0
OG0003217	0	0	0	0	0	0	0
OG0003219	0	0	0	0	0	0	0
OG0003220	0	0	0	0	0	0	0
OG0003221	0	0	0	0	0	0	0
OG0003223	0	0	0	0	0	0	0
OG0003225	0	0	0	0	0	0	0
OG0003226	0	0	0	0	0	0	0
OG0003229	0	0	0	0	0	0	0
OG0003232	0	0	0	0	0	0	0
OG0003233	0	0	0	0	0	0	0
OG0003235	0	0	0	0	0	0	0
OG0003237	0	0	0	0	0	0	0
OG0003238	0	0	0	0	0	0	0
OG0003239	0	0	0	0	0	0	0
OG0003240	0	0	0	0	0	0	0
OG0003241	0	0	0	0	0	0	0
OG0003242	0	0	0	0	0	0	0
OG0003244	0	0	0	0	0	0	0
OG0003245	0	0	0	0	0	0	0
OG0003246	0	0	0	0	0	0	0
OG0003247	0	0	0	0	0	0	0
OG0003249	0	0	0	0	0	0	0
OG0003250	0	0	0	0	0	0	0
OG0003251	0	0	0	0	0	0	0
OG0003252	0	0	0	0	0	0	0
OG0003253	0	0	0	0	0	0	0
OG0003258	0	0	0	0	0	0	0
OG0003262	0	0	0	0	0	0	0
OG0003264	0	0	0	0	0	0	0
OG0003266	0	0	0	0	0	0	0
OG0003269	0	0	0	0	0	0	0
OG0003270	0	0	0	0	0	0	0
OG0003271	0	0	0	0	0	0	0
OG0003273	0	0	0	0	0	0	0
OG0003274	0	0	0	0	0	0	0
OG0003275	0	0	0	0	0	0	0
OG0003276	0	0	0	0	0	0	0
OG0003278	0	0	0	0	0	0	0
OG0003280	0	0	0	0	0	0	0
OG0003282	0	0	0	0	0	0	0
OG0003288	0	0	0	0	0	0	0
OG0003290	0	0	0	0	0	0	0
OG0003293	0	0	0	0	0	0	0
OG0003298	0	0	0	0	0	0	0
OG0003300	0	0	0	0	0	0	0
OG0003304	0	0	0	0	0	0	0
OG0003305	0	0	0	0	0	0	0
OG0003306	0	0	0	0	0	0	0
OG0003307	0	0	0	0	0	0	0
OG0003311	0	0	0	0	0	0	0
OG0003315	0	0	0	0	0	0	0
OG0003316	0	0	0	0	0	0	0
OG0003317	0	0	0	0	0	0	0
OG0003318	0	0	0	0	0	0	0
OG0003320	0	0	0	0	0	0	0
OG0003324	0	0	0	0	0	0	0
OG0003325	0	0	0	0	0	0	0
OG0003326	0	0	0	0	0	0	0
OG0003327	0	0	0	0	0	0	0
OG0003330	0	0	0	0	0	0	0
OG0003333	0	0	0	0	0	0	0
OG0003334	0	0	0	0	0	0	0
OG0003335	0	0	0	0	0	0	0
OG0003336	0	0	0	0	0	0	0
OG0003337	0	0	0	0	0	0	0
OG0003339	0	0	0	0	0	0	0
OG0003340	0	0	0	0	0	0	0
OG0003344	0	0	0	0	0	0	0
OG0003345	0	0	0	0	0	0	0
OG0003346	0	0	0	0	0	0	0
OG0003347	0	0	0	0	0	0	0
OG0003348	0	0	0	0	0	0	0
OG0003349	0	0	0	0	0	0	0
OG0003350	0	0	0	0	0	0	0
OG0003352	0	0	0	0	0	0	0
OG0003353	0	0	0	0	0	0	0
OG0003355	0	0	0	0	0	0	0
OG0003356	0	0	0	0	0	0	0
OG0003359	0	0	0	0	0	0	0
OG0003360	0	0	0	0	0	0	0
OG0003361	0	0	0	0	0	0	0
OG0003363	0	0	0	0	0	0	0
OG0003364	0	0	0	0	0	0	0
OG0003365	0	0	0	0	0	0	0
OG0003366	0	0	0	0	0	0	0
OG0003368	0	0	0	0	0	0	0
OG0003369	0	0	0	0	0	0	0
OG0003371	0	0	0	0	0	0	0
OG0003374	0	0	0	0	0	0	0
OG0003378	0	0	0	0	0	0	0
OG0003380	0	0	0	0	0	0	0
OG0003381	0	0	0	0	0	0	0
OG0003385	0	0	0	0	0	0	0
OG0003386	0	0	0	0	0	0	0
OG0003387	0	0	0	0	0	0	0
OG0003391	0	0	0	0	0	0	0
OG0003393	0	0	0	0	0	0	0
OG0003394	0	0	0	0	0	0	0
OG0003396	0	0	0	0	0	0	0
OG0003398	0	0	0	0	0	0	0
OG0003402	0	0	0	0	0	0	0
OG0003403	0	0	0	0	0	0	0
OG0003407	0	0	0	0	0	0	0
OG0003408	0	0	0	0	0	0	0
OG0003411	0	0	0	0	0	0	0
OG0003412	0	0	0	0	0	0	0
OG0003415	0	0	0	0	0	0	0
OG0003417	0	0	0	0	0	0	0
OG0003422	0	0	0	0	0	0	0
OG0003423	0	0	0	0	0	0	0
OG0003425	0	0	0	0	0	0	0
OG0003431	0	0	0	0	0	0	0
OG0003433	0	0	0	0	0	0	0
OG0003435	0	0	0	0	0	0	0
OG0003437	0	0	0	0	0	0	0
OG0003438	0	0	0	0	0	0	0
OG0003439	0	0	0	0	0	0	0
OG0003469	0	0	0	0	0	0	0
OG0003475	0	0	0	0	0	0	0
OG0003476	0	0	0	0	0	0	0
OG0003478	0	0	0	0	0	0	0
OG0003479	0	0	0	0	0	0	0
OG0003480	0	0	0	0	0	0	0
OG0003481	0	0	0	0	0	0	0
OG0003483	0	0	0	0	0	0	0
OG0003484	0	0	0	0	0	0	0
OG0003489	0	0	0	0	0	0	0
OG0003491	0	0	0	0	0	0	0
OG0003492	0	0	0	0	0	0	0
OG0003494	0	0	0	0	0	0	0
OG0003495	0	0	0	0	0	0	0
OG0003496	0	0	0	0	0	0	0
OG0003499	0	0	0	0	0	0	0
OG0003503	0	0	0	0	0	0	0
OG0003504	0	0	0	0	0	0	0
OG0003505	0	0	0	0	0	0	0
OG0003506	0	0	0	0	0	0	0
OG0003507	0	0	0	0	0	0	0
OG0003508	0	0	0	0	0	0	0
OG0003509	0	0	0	0	0	0	0
OG0003511	0	0	0	0	0	0	0
OG0003512	0	0	0	0	0	0	0
OG0003514	0	0	0	0	0	0	0
OG0003518	0	0	0	0	0	0	0
OG0003521	0	0	0	0	0	0	0
OG0003523	0	0	0	0	0	0	0
OG0003525	0	0	0	0	0	0	0
OG0003527	0	0	0	0	0	0	0
OG0003531	0	0	0	0	0	0	0
OG0003532	0	0	0	0	0	0	0
OG0003536	0	0	0	0	0	0	0
OG0003537	0	0	0	0	0	0	0
OG0003545	0	0	0	0	0	0	0
OG0003546	0	0	0	0	0	0	0
OG0003547	0	0	0	0	0	0	0
OG0003549	0	0	0	0	0	0	0
OG0003550	0	0	0	0	0	0	0
OG0003551	0	0	0	0	0	0	0
OG0003555	0	0	0	0	0	0	0
OG0003556	0	0	0	0	0	0	0
OG0003559	0	0	0	0	0	0	0
OG0003562	0	0	0	0	0	0	0
OG0003567	0	0	0	0	0	0	0
OG0003568	0	0	0	0	0	0	0
OG0003574	0	0	0	0	0	0	0
OG0003576	0	0	0	0	0	0	0
OG0003581	0	0	0	0	0	0	0
OG0003583	0	0	0	0	0	0	0
OG0003584	0	0	0	0	0	0	0
OG0003589	0	0	0	0	0	0	0
OG0003591	0	0	0	0	0	0	0
OG0003592	0	0	0	0	0	0	0
OG0003595	0	0	0	0	0	0	0
OG0003597	0	0	0	0	0	0	0
OG0003599	0	0	0	0	0	0	0
OG0003600	0	0	0	0	0	0	0
OG0003604	0	0	0	0	0	0	0
OG0003605	0	0	0	0	0	0	0
OG0003608	0	0	0	0	0	0	0
OG0003609	0	0	0	0	0	0	0
OG0003611	0	0	0	0	0	0	0
OG0003612	0	0	0	0	0	0	0
OG0003614	0	0	0	0	0	0	0
OG0003615	0	0	0	0	0	0	0
OG0003616	0	0	0	0	0	0	0
OG0003618	0	0	0	0	0	0	0
OG0003623	0	0	0	0	0	0	0
OG0003624	0	0	0	0	0	0	0
OG0003625	0	0	0	0	0	0	0
OG0003627	0	0	0	0	0	0	0
OG0003628	0	0	0	0	0	0	0
OG0003629	0	0	0	0	0	0	0
OG0003630	0	0	0	0	0	0	0
OG0003632	0	0	0	0	0	0	0
OG0003634	0	0	0	0	0	0	0
OG0003636	0	0	0	0	0	0	0
OG0003639	0	0	0	0	0	0	0
OG0003640	0	0	0	0	0	0	0
OG0003642	0	0	0	0	0	0	0
OG0003644	0	0	0	0	0	0	0
OG0003646	0	0	0	0	0	0	0
OG0003647	0	0	0	0	0	0	0
OG0003648	0	0	0	0	0	0	0
OG0003649	0	0	0	0	0	0	0
OG0003656	0	0	0	0	0	0	0
OG0003657	0	0	0	0	0	0	0
OG0003659	0	0	0	0	0	0	0
OG0003661	0	0	0	0	0	0	0
OG0003666	0	0	0	0	0	0	0
OG0003669	0	0	0	0	0	0	0
OG0003671	0	0	0	0	0	0	0
OG0003674	0	0	0	0	0	0	0
OG0003675	0	0	0	0	0	0	0
OG0003676	0	0	0	0	0	0	0
OG0003678	0	0	0	0	0	0	0
OG0003682	0	0	0	0	0	0	0
OG0003683	0	0	0	0	0	0	0
OG0003684	0	0	0	0	0	0	0
OG0003686	0	0	0	0	0	0	0
OG0003688	0	0	0	0	0	0	0
OG0003690	0	0	0	0	0	0	0
OG0003691	0	0	0	0	0	0	0
OG0003693	0	0	0	0	0	0	0
OG0003694	0	0	0	0	0	0	0
OG0003695	0	0	0	0	0	0	0
OG0003697	0	0	0	0	0	0	0
OG0003702	0	0	0	0	0	0	0
OG0003703	0	0	0	0	0	0	0
OG0003704	0	0	0	0	0	0	0
OG0003707	0	0	0	0	0	0	0
OG0003708	0	0	0	0	0	0	0
OG0003709	0	0	0	0	0	0	0
OG0003713	0	0	0	0	0	0	0
OG0003716	0	0	0	0	0	0	0
OG0003717	0	0	0	0	0	0	0
OG0003722	0	0	0	0	0	0	0
OG0003724	0	0	0	0	0	0	0
OG0003726	0	0	0	0	0	0	0
OG0003732	0	0	0	0	0	0	0
OG0003734	0	0	0	0	0	0	0
OG0003735	0	0	0	0	0	0	0
OG0003738	0	0	0	0	0	0	0
OG0003739	0	0	0	0	0	0	0
OG0003740	0	0	0	0	0	0	0
OG0003741	0	0	0	0	0	0	0
OG0003743	0	0	0	0	0	0	0
OG0003744	0	0	0	0	0	0	0
OG0003745	0	0	0	0	0	0	0
OG0003746	0	0	0	0	0	0	0
OG0003747	0	0	0	0	0	0	0
OG0003749	0	0	0	0	0	0	0
OG0003750	0	0	0	0	0	0	0
OG0003752	0	0	0	0	0	0	0
OG0003753	0	0	0	0	0	0	0
OG0003754	0	0	0	0	0	0	0
OG0003758	0	0	0	0	0	0	0
OG0003759	0	0	0	0	0	0	0
OG0003761	0	0	0	0	0	0	0
OG0003764	0	0	0	0	0	0	0
OG0003767	0	0	0	0	0	0	0
OG0003768	0	0	0	0	0	0	0
OG0003769	0	0	0	0	0	0	0
OG0003770	0	0	0	0	0	0	0
OG0003774	0	0	0	0	0	0	0
OG0003776	0	0	0	0	0	0	0
OG0003785	0	0	0	0	0	0	0
OG0003786	0	0	0	0	0	0	0
OG0003788	0	0	0	0	0	0	0
OG0003792	0	0	0	0	0	0	0
OG0003794	0	0	0	0	0	0	0
OG0003795	0	0	0	0	0	0	0
OG0003796	0	0	0	0	0	0	0
OG0003801	0	0	0	0	0	0	0
OG0003802	0	0	0	0	0	0	0
OG0003805	0	0	0	0	0	0	0
OG0003806	0	0	0	0	0	0	0
OG0003807	0	0	0	0	0	0	0
OG0003808	0	0	0	0	0	0	0
OG0003810	0	0	0	0	0	0	0
OG0003812	0	0	0	0	0	0	0
OG0003814	0	0	0	0	0	0	0
OG0003815	0	0	0	0	0	0	0
OG0003816	0	0	0	0	0	0	0
OG0003819	0	0	0	0	0	0	0
OG0003820	0	0	0	0	0	0	0
OG0003821	0	0	0	0	0	0	0
OG0003822	0	0	0	0	0	0	0
OG0003824	0	0	0	0	0	0	0
OG0003825	0	0	0	0	0	0	0
OG0003829	0	0	0	0	0	0	0
OG0003831	0	0	0	0	0	0	0
OG0003834	0	0	0	0	0	0	0
OG0003835	0	0	0	0	0	0	0
OG0003837	0	0	0	0	0	0	0
OG0003838	0	0	0	0	0	0	0
OG0003843	0	0	0	0	0	0	0
OG0003844	0	0	0	0	0	0	0
OG0003845	0	0	0	0	0	0	0
OG0003848	0	0	0	0	0	0	0
OG0003851	0	0	0	0	0	0	0
OG0003852	0	0	0	0	0	0	0
OG0003854	0	0	0	0	0	0	0
OG0003855	0	0	0	0	0	0	0
OG0003856	0	0	0	0	0	0	0
OG0003857	0	0	0	0	0	0	0
OG0003860	0	0	0	0	0	0	0
OG0003861	0	0	0	0	0	0	0
OG0003863	0	0	0	0	0	0	0
OG0003864	0	0	0	0	0	0	0
OG0003868	0	0	0	0	0	0	0
OG0003870	0	0	0	0	0	0	0
OG0003874	0	0	0	0	0	0	0
OG0003876	0	0	0	0	0	0	0
OG0003877	0	0	0	0	0	0	0
OG0003879	0	0	0	0	0	0	0
OG0003882	0	0	0	0	0	0	0
OG0003883	0	0	0	0	0	0	0
OG0003884	0	0	0	0	0	0	0
OG0003889	0	0	0	0	0	0	0
OG0003890	0	0	0	0	0	0	0
OG0003894	0	0	0	0	0	0	0
OG0003895	0	0	0	0	0	0	0
OG0003897	0	0	0	0	0	0	0
OG0003898	0	0	0	0	0	0	0
OG0003899	0	0	0	0	0	0	0
OG0003902	0	0	0	0	0	0	0
OG0003904	0	0	0	0	0	0	0
OG0003906	0	0	0	0	0	0	0
OG0003909	0	0	0	0	0	0	0
OG0003911	0	0	0	0	0	0	0
OG0003914	0	0	0	0	0	0	0
OG0003917	0	0	0	0	0	0	0
OG0003918	0	0	0	0	0	0	0
OG0003920	0	0	0	0	0	0	0
OG0003922	0	0	0	0	0	0	0
OG0003923	0	0	0	0	0	0	0
OG0003925	0	0	0	0	0	0	0
OG0003926	0	0	0	0	0	0	0
OG0003927	0	0	0	0	0	0	0
OG0003929	0	0	0	0	0	0	0
OG0003930	0	0	0	0	0	0	0
OG0003932	0	0	0	0	0	0	0
OG0003936	0	0	0	0	0	0	0
OG0003938	0	0	0	0	0	0	0
OG0003939	0	0	0	0	0	0	0
OG0003940	0	0	0	0	0	0	0
OG0003941	0	0	0	0	0	0	0
OG0003942	0	0	0	0	0	0	0
OG0003945	0	0	0	0	0	0	0
OG0003946	0	0	0	0	0	0	0
OG0003947	0	0	0	0	0	0	0
OG0003948	0	0	0	0	0	0	0
OG0003950	0	0	0	0	0	0	0
OG0003951	0	0	0	0	0	0	0
OG0003953	0	0	0	0	0	0	0
OG0003956	0	0	0	0	0	0	0
OG0003959	0	0	0	0	0	0	0
OG0003961	0	0	0	0	0	0	0
OG0003962	0	0	0	0	0	0	0
OG0003963	0	0	0	0	0	0	0
OG0003964	0	0	0	0	0	0	0
OG0003965	0	0	0	0	0	0	0
OG0003967	0	0	0	0	0	0	0
OG0003968	0	0	0	0	0	0	0
OG0003969	0	0	0	0	0	0	0
OG0003971	0	0	0	0	0	0	0
OG0003975	0	0	0	0	0	0	0
OG0003976	0	0	0	0	0	0	0
OG0003978	0	0	0	0	0	0	0
OG0003979	0	0	0	0	0	0	0
OG0003980	0	0	0	0	0	0	0
OG0003981	0	0	0	0	0	0	0
OG0003984	0	0	0	0	0	0	0
OG0003985	0	0	0	0	0	0	0
OG0003986	0	0	0	0	0	0	0
OG0003988	0	0	0	0	0	0	0
OG0003989	0	0	0	0	0	0	0
OG0003991	0	0	0	0	0	0	0
OG0003992	0	0	0	0	0	0	0
OG0003993	0	0	0	0	0	0	0
OG0003994	0	0	0	0	0	0	0
OG0003995	0	0	0	0	0	0	0
OG0003998	0	0	0	0	0	0	0
OG0003999	0	0	0	0	0	0	0
OG0004000	0	0	0	0	0	0	0
OG0004001	0	0	0	0	0	0	0
OG0004002	0	0	0	0	0	0	0
OG0004003	0	0	0	0	0	0	0
OG0004004	0	0	0	0	0	0	0
OG0004006	0	0	0	0	0	0	0
OG0004008	0	0	0	0	0	0	0
OG0004011	0	0	0	0	0	0	0
OG0004012	0	0	0	0	0	0	0
OG0004013	0	0	0	0	0	0	0
OG0004014	0	0	0	0	0	0	0
OG0004015	0	0	0	0	0	0	0
OG0004016	0	0	0	0	0	0	0
OG0004019	0	0	0	0	0	0	0
OG0004020	0	0	0	0	0	0	0
OG0004021	0	0	0	0	0	0	0
OG0004022	0	0	0	0	0	0	0
OG0004025	0	0	0	0	0	0	0
OG0004026	0	0	0	0	0	0	0
OG0004027	0	0	0	0	0	0	0
OG0004028	0	0	0	0	0	0	0
OG0004032	0	0	0	0	0	0	0
OG0004035	0	0	0	0	0	0	0
OG0004036	0	0	0	0	0	0	0
OG0004038	0	0	0	0	0	0	0
OG0004039	0	0	0	0	0	0	0
OG0004044	0	0	0	0	0	0	0
OG0004045	0	0	0	0	0	0	0
OG0004046	0	0	0	0	0	0	0
OG0004047	0	0	0	0	0	0	0
OG0004050	0	0	0	0	0	0	0
OG0004052	0	0	0	0	0	0	0
OG0004053	0	0	0	0	0	0	0
OG0004056	0	0	0	0	0	0	0
OG0004057	0	0	0	0	0	0	0
OG0004058	0	0	0	0	0	0	0
OG0004060	0	0	0	0	0	0	0
OG0004062	0	0	0	0	0	0	0
OG0004063	0	0	0	0	0	0	0
OG0004066	0	0	0	0	0	0	0
OG0004069	0	0	0	0	0	0	0
OG0004070	0	0	0	0	0	0	0
OG0004072	0	0	0	0	0	0	0
OG0004073	0	0	0	0	0	0	0
OG0004074	0	0	0	0	0	0	0
OG0004077	0	0	0	0	0	0	0
OG0004079	0	0	0	0	0	0	0
OG0004080	0	0	0	0	0	0	0
OG0004081	0	0	0	0	0	0	0
OG0004082	0	0	0	0	0	0	0
OG0004084	0	0	0	0	0	0	0
OG0004085	0	0	0	0	0	0	0
OG0004086	0	0	0	0	0	0	0
OG0004088	0	0	0	0	0	0	0
OG0004091	0	0	0	0	0	0	0
OG0004093	0	0	0	0	0	0	0
OG0004094	0	0	0	0	0	0	0
OG0004095	0	0	0	0	0	0	0
OG0004096	0	0	0	0	0	0	0
OG0004098	0	0	0	0	0	0	0
OG0004100	0	0	0	0	0	0	0
OG0004103	0	0	0	0	0	0	0
OG0004104	0	0	0	0	0	0	0
OG0004106	0	0	0	0	0	0	0
OG0004107	0	0	0	0	0	0	0
OG0004109	0	0	0	0	0	0	0
OG0004110	0	0	0	0	0	0	0
OG0004111	0	0	0	0	0	0	0
OG0004115	0	0	0	0	0	0	0
OG0004122	0	0	0	0	0	0	0
OG0004125	0	0	0	0	0	0	0
OG0004126	0	0	0	0	0	0	0
OG0004127	0	0	0	0	0	0	0
OG0004130	0	0	0	0	0	0	0
OG0004134	0	0	0	0	0	0	0
OG0004135	0	0	0	0	0	0	0
OG0004136	0	0	0	0	0	0	0
OG0004138	0	0	0	0	0	0	0
OG0004139	0	0	0	0	0	0	0
OG0004140	0	0	0	0	0	0	0
OG0004141	0	0	0	0	0	0	0
OG0004142	0	0	0	0	0	0	0
OG0004144	0	0	0	0	0	0	0
OG0004145	0	0	0	0	0	0	0
OG0004146	0	0	0	0	0	0	0
OG0004150	0	0	0	0	0	0	0
OG0004151	0	0	0	0	0	0	0
OG0004153	0	0	0	0	0	0	0
OG0004155	0	0	0	0	0	0	0
OG0004156	0	0	0	0	0	0	0
OG0004159	0	0	0	0	0	0	0
OG0004163	0	0	0	0	0	0	0
OG0004167	0	0	0	0	0	0	0
OG0004168	0	0	0	0	0	0	0
OG0004170	0	0	0	0	0	0	0
OG0004173	0	0	0	0	0	0	0
OG0004175	0	0	0	0	0	0	0
OG0004177	0	0	0	0	0	0	0
OG0004178	0	0	0	0	0	0	0
OG0004179	0	0	0	0	0	0	0
OG0004181	0	0	0	0	0	0	0
OG0004182	0	0	0	0	0	0	0
OG0004185	0	0	0	0	0	0	0
OG0004186	0	0	0	0	0	0	0
OG0004187	0	0	0	0	0	0	0
OG0004191	0	0	0	0	0	0	0
