Geneid	gene_name	PO_Q1_1Aligned.sortedByCoord.out.bam	PO_Q3_1Aligned.sortedByCoord.out.bam	PO_W1_1Aligned.sortedByCoord.out.bam	PO_Q4_1Aligned.sortedByCoord.out.bam	PO_W2_1Aligned.sortedByCoord.out.bam	PO_Q5_1Aligned.sortedByCoord.out.bam	PO_W5_1Aligned.sortedByCoord.out.bam	PO_W4_1Aligned.sortedByCoord.out.bam	PO_Q2_1Aligned.sortedByCoord.out.bam	PO_W3_1Aligned.sortedByCoord.out.bam
Polyb2a006363	NA	726	839	639	805	1127	728	442	1023	1196	603
Polyb2a006377	NA	26	41	14	58	37	38	13	22	62	16
Polyb2a006376	NA	459	678	288	828	518	576	197	530	883	347
Polyb2a006366	NA	2016	3036	1441	4106	1685	2701	1460	2236	2718	1793
Polyb2a006385	NA	2857	3484	1489	4655	2717	3224	897	2909	4311	1861
Polyb2a006380	NA	483	784	526	851	541	688	505	761	853	614
Polyb2a006364	NA	3530	3624	2977	4342	4679	3339	2862	4044	5164	3411
Polyb2a006368	NA	457	537	473	594	536	489	539	646	635	605
Polyb2a006362	NA	481	589	290	618	574	549	311	616	773	360
Polyb2a006383	NA	472	444	427	468	586	432	459	628	708	443
Polyb2a006370	NA	56	96	100	100	100	92	112	83	108	92
Polyb2a006382	NA	219	271	144	235	165	245	118	210	277	170
Polyb2a006372	NA	4856	6432	3973	7272	5829	6048	3581	6475	7832	4496
Polyb2a006381	NA	251	283	312	362	330	328	385	390	384	350
Polyb2a006371	NA	309	324	153	411	213	317	109	229	441	193
Polyb2a006369	NA	583	680	449	948	672	688	364	717	860	460
Polyb2a006378	NA	0	0	0	0	2	1	0	2	2	0
Polyb2a006365	NA	72	99	68	128	89	108	68	81	97	96
Polyb2a006384	NA	408	468	353	541	542	456	357	533	560	376
Polyb2a006375	NA	185	295	187	288	270	237	206	287	282	243
Polyb2a006379	NA	155	196	125	239	193	187	189	216	202	188
Polyb2a006367	NA	241	313	214	404	222	458	301	277	436	330
Polyb2a007025	NA	2	1	2	2	4	1	0	1	0	0
Polyb2a007034	NA	7	2	1	4	2	7	0	0	6	5
Polyb2a007014	NA	0	0	0	0	1	0	1	0	2	0
Polyb2a007029	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a007037	NA	0	0	0	0	1	0	0	1	0	0
Polyb2a007021	NA	0	0	0	3	0	1	0	2	1	0
Polyb2a007005	NA	5928	6796	3329	7445	5801	6360	2807	6986	8836	4977
Polyb2a007036	NA	214	318	261	353	293	308	286	279	348	267
Polyb2a007011	NA	21	25	15	21	26	23	22	23	19	10
Polyb2a007033	NA	0	0	0	1	0	0	0	0	0	0
Polyb2a007010	NA	1	2	2	0	0	3	0	2	0	0
Polyb2a007035	NA	118	179	160	160	151	149	149	208	180	204
Polyb2a007022	NA	3246	3491	2010	3710	2766	3359	1989	3767	4816	3281
Polyb2a007020	NA	25	25	13	37	47	26	3	40	46	19
Polyb2a007016	NA	976	1227	654	1470	1138	1209	379	1042	1604	622
Polyb2a007008	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a007017	NA	46	55	30	65	51	67	32	54	79	38
Polyb2a007032	NA	785	824	448	769	771	869	264	920	1274	594
Polyb2a007027	NA	134	136	102	115	142	149	115	148	188	89
Polyb2a007013	NA	111	136	103	155	112	123	114	162	180	121
Polyb2a007006	NA	439	711	316	874	265	727	314	342	563	431
Polyb2a007004	NA	282	328	215	358	350	301	147	329	404	209
Polyb2a007009	NA	296	330	195	424	337	300	152	316	473	203
Polyb2a007023	NA	85	51	47	74	127	61	14	98	139	56
Polyb2a007019	NA	1045	1393	952	1729	1203	1378	942	1231	1501	1107
Polyb2a007026	NA	27	22	14	21	27	11	8	31	58	11
Polyb2a007018	NA	2	0	0	2	1	0	0	2	3	0
Polyb2a007030	NA	0	0	0	1	0	0	0	0	0	0
Polyb2a007015	NA	29	23	13	23	35	12	1	25	47	14
Polyb2a007007	NA	0	0	0	0	0	0	0	0	2	0
Polyb2a007012	NA	3	1	6	0	2	0	1	3	6	3
Polyb2a007028	NA	0	0	0	0	0	0	1	0	1	0
Polyb2a007031	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003126	NA	0	0	0	0	0	0	0	0	2	0
Polyb2a003110	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003132	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003142	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003100	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a003081	NA	34	24	9	21	39	33	5	39	50	20
Polyb2a003115	NA	0	0	0	1	0	2	0	1	4	0
Polyb2a003087	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a003108	NA	0	0	0	0	1	0	0	0	1	2
Polyb2a003116	NA	172	126	87	137	175	97	84	159	204	114
Polyb2a003091	NA	0	0	0	0	0	0	0	0	0	1
Polyb2a003122	NA	1108	2089	762	3004	831	1984	1015	928	1852	941
Polyb2a003082	NA	609	866	555	1161	775	836	566	780	916	688
Polyb2a003080	NA	4316	4995	3376	5552	4949	4316	3471	5996	5923	4727
Polyb2a003136	NA	615	746	566	771	773	640	722	928	882	843
Polyb2a003113	NA	862	1048	844	972	1066	948	720	1257	1355	907
Polyb2a003120	NA	237	302	183	277	283	220	164	282	342	183
Polyb2a003099	NA	19	6	25	5	33	7	10	34	37	16
Polyb2a003044	NA	220	344	334	361	325	311	354	391	333	357
Polyb2a003140	NA	229	258	170	272	275	207	191	289	288	237
Polyb2a003070	NA	199	217	135	267	225	156	131	211	288	151
Polyb2a003064	NA	432	496	456	590	593	490	412	586	631	466
Polyb2a003055	NA	3738	4744	3955	5268	4739	4853	3641	5429	5439	4975
Polyb2a003088	NA	262	322	202	346	216	314	265	332	331	355
Polyb2a003106	NA	624	826	599	783	708	734	575	850	945	688
Polyb2a003077	NA	1340	1665	748	1607	1250	1363	496	1525	2143	756
Polyb2a003114	NA	1	0	0	0	0	0	0	0	1	0
Polyb2a003074	NA	1	2	0	1	0	1	0	1	0	0
Polyb2a003054	NA	9161	10982	10613	11964	10006	12210	8185	15080	13242	10697
Polyb2a003072	NA	747	847	682	1087	854	843	695	877	1008	716
Polyb2a003105	NA	440	408	278	447	539	403	216	556	652	288
Polyb2a003121	NA	83	88	43	67	70	64	41	89	105	78
Polyb2a003125	NA	1369	1615	974	1654	1419	1492	581	1760	2190	1122
Polyb2a003139	NA	813	1082	568	1346	856	1077	551	888	1207	684
Polyb2a003111	NA	1083	810	861	700	1111	786	800	1313	1510	1013
Polyb2a003133	NA	727	777	555	858	792	651	513	822	1004	687
Polyb2a003062	NA	129	157	138	195	166	184	128	185	196	151
Polyb2a003138	NA	759	940	906	993	1103	811	757	1165	1344	952
Polyb2a003059	NA	3104	3431	2369	3947	2865	2950	2022	3359	4248	2344
Polyb2a003130	NA	402	490	237	488	329	439	209	468	580	324
Polyb2a003051	NA	174	204	191	152	259	211	154	240	285	175
Polyb2a003102	NA	1228	1183	969	1203	1489	1132	816	1746	1832	1125
Polyb2a003075	NA	156	212	159	161	189	197	154	217	236	183
Polyb2a003078	NA	587	740	593	825	721	647	685	779	752	754
Polyb2a003045	NA	1275	1197	1171	1183	1517	1154	1039	1849	1983	1334
Polyb2a003104	NA	856	1359	753	1686	860	1350	990	1043	1288	956
Polyb2a003129	NA	399	547	449	675	506	510	509	613	638	470
Polyb2a003065	NA	636	732	505	784	809	560	535	792	929	609
Polyb2a003048	NA	18	29	13	25	25	26	16	34	41	12
Polyb2a003060	NA	37	50	191	117	29	47	139	56	37	91
Polyb2a003090	NA	15299	6608	26130	6187	31354	4687	39835	29521	9768	28253
Polyb2a003117	NA	1260	1291	755	1253	1217	1183	706	1497	1860	949
Polyb2a003101	NA	257	314	233	280	237	270	239	278	353	245
Polyb2a003061	NA	3898	6458	1749	9356	4467	5750	2394	4135	6489	2708
Polyb2a003131	NA	505	651	430	688	531	593	398	649	739	489
Polyb2a003071	NA	1889	2240	1381	2221	1938	2192	1418	3153	3176	1893
Polyb2a003046	NA	227	208	151	285	183	203	106	231	299	144
Polyb2a003109	NA	179	309	209	409	156	331	253	266	272	221
Polyb2a003119	NA	273	328	249	352	270	300	218	335	380	254
Polyb2a003127	NA	785	942	598	1253	1000	887	394	858	1240	501
Polyb2a003134	NA	356	500	357	642	379	516	414	438	524	407
Polyb2a003068	NA	97	78	67	75	107	73	49	111	128	69
Polyb2a003056	NA	1	0	1	2	1	1	0	1	0	0
Polyb2a003097	NA	0	1	0	2	0	1	0	0	1	0
Polyb2a003141	NA	171	199	101	203	174	158	76	202	207	130
Polyb2a003093	NA	11	19	22	28	18	25	32	37	23	19
Polyb2a003103	NA	203	165	97	221	107	247	84	204	369	65
Polyb2a003076	NA	0	0	0	1	2	0	0	0	2	1
Polyb2a003050	NA	25	56	41	77	30	48	38	52	63	50
Polyb2a003107	NA	0	0	0	0	0	0	0	0	2	0
Polyb2a003057	NA	0	0	0	0	0	0	0	0	0	1
Polyb2a003085	NA	0	0	0	0	0	0	0	1	0	0
Polyb2a003073	NA	0	1	2	0	1	0	0	0	2	0
Polyb2a003112	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003089	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003067	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a003098	NA	1	0	0	0	1	0	0	0	0	0
Polyb2a003058	NA	0	1	0	0	0	0	0	0	0	0
Polyb2a003066	NA	22	14	6	13	21	19	0	13	35	5
Polyb2a003069	NA	1	0	0	0	0	0	0	1	0	0
Polyb2a003047	NA	69	49	26	69	48	40	11	52	104	22
Polyb2a003124	NA	89	130	93	134	90	122	103	97	161	53
Polyb2a003086	NA	794	990	607	1197	752	968	604	1063	1187	731
Polyb2a003118	NA	151	189	117	172	214	128	83	245	274	98
Polyb2a003096	NA	290	290	188	296	350	268	183	339	405	198
Polyb2a003123	NA	570	615	321	754	737	633	168	695	1021	366
Polyb2a003092	NA	117	154	99	163	154	116	56	142	180	95
Polyb2a003083	NA	484	620	382	778	521	658	426	666	705	527
Polyb2a003053	NA	155	213	127	259	195	210	149	244	223	130
Polyb2a003052	NA	1596	1920	994	2146	1707	1689	848	1710	2479	1294
Polyb2a003084	NA	604	799	560	886	793	718	512	901	903	686
Polyb2a003135	NA	396	462	229	678	464	529	165	517	806	285
Polyb2a003137	NA	0	1	1	1	1	2	1	1	4	4
Polyb2a003128	NA	4	8	6	5	9	5	8	7	4	8
Polyb2a003063	NA	37	36	300	50	63	53	620	45	62	292
Polyb2a003079	NA	3	10	10	13	1	7	27	5	13	10
Polyb2a003095	NA	16	25	9	25	27	35	20	21	32	14
Polyb2a003094	NA	11	12	7	13	6	8	11	6	22	10
Polyb2a003049	NA	359	473	331	478	447	396	346	509	519	383
Polyb2a000567	NA	862	1122	667	1352	933	1129	674	990	1270	778
Polyb2a000565	NA	312	333	274	395	346	311	332	376	410	368
Polyb2a000566	NA	4130	3947	3028	3796	5260	3714	2020	5173	6905	3069
Polyb2a005220	NA	0	0	0	0	0	3	0	1	0	0
Polyb2a005224	NA	0	0	0	0	1	0	0	1	1	0
Polyb2a005229	NA	75	74	47	106	98	67	18	110	150	70
Polyb2a005232	NA	349	373	301	447	547	340	229	466	580	345
Polyb2a005217	NA	43	17	15	15	34	18	26	29	72	27
Polyb2a005218	NA	34	33	48	45	61	46	19	60	48	56
Polyb2a005206	NA	310	447	256	454	321	372	307	344	381	292
Polyb2a005210	NA	68	70	38	71	48	62	62	57	61	65
Polyb2a005230	NA	32	41	19	56	28	34	12	19	39	16
Polyb2a005219	NA	398	562	371	727	429	570	202	550	648	336
Polyb2a005214	NA	1	6	5	13	7	8	9	7	14	9
Polyb2a005213	NA	896	972	1057	1197	1111	880	1090	1112	1117	1047
Polyb2a005223	NA	322	469	268	584	325	441	263	345	479	292
Polyb2a005228	NA	385	551	378	624	471	491	438	527	557	528
Polyb2a005227	NA	3750	4812	3795	5631	5094	4358	3650	5619	5719	5466
Polyb2a005202	NA	536	785	489	974	649	751	497	743	863	645
Polyb2a005208	NA	794	1175	806	1342	1100	1069	730	1119	1224	818
Polyb2a005205	NA	1839	2112	1563	2442	2360	1941	1141	2549	2734	1762
Polyb2a005203	NA	221	254	286	345	345	252	285	389	324	294
Polyb2a005216	NA	375	511	310	629	470	548	357	504	654	386
Polyb2a005221	NA	261	338	311	394	366	317	303	450	448	356
Polyb2a005222	NA	299	362	286	434	395	355	282	484	459	306
Polyb2a005233	NA	279	369	207	467	333	367	215	389	510	234
Polyb2a005231	NA	128	206	135	177	190	172	138	188	197	112
Polyb2a005226	NA	333	236	152	211	154	248	100	271	494	221
Polyb2a005215	NA	28	15	40	32	21	24	43	31	45	46
Polyb2a005209	NA	847	693	746	502	872	649	645	983	1193	686
Polyb2a005211	NA	17	14	15	7	22	9	8	16	37	10
Polyb2a005212	NA	0	1	0	1	0	0	2	0	1	0
Polyb2a005204	NA	1	1	1	2	0	1	3	0	0	5
Polyb2a005225	NA	0	1	1	0	2	0	0	0	0	2
Polyb2a005207	NA	1	1	0	0	1	1	0	2	0	3
Polyb2a002312	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002328	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002350	NA	2	0	0	0	0	0	0	0	1	0
Polyb2a002339	NA	1894	2045	1982	2027	2999	1805	1749	3053	2833	2178
Polyb2a002361	NA	1575	1880	1444	2266	1784	1916	1126	2056	2121	1531
Polyb2a002326	NA	2720	1229	1637	1213	1960	1165	1733	3390	3543	2464
Polyb2a002321	NA	22940	19399	13223	21372	17266	18902	9347	17519	30070	15128
Polyb2a002348	NA	7683	5730	6355	6324	10442	5029	3861	7394	8910	5795
Polyb2a002316	NA	113	53	79	75	107	42	79	109	176	97
Polyb2a002354	NA	5913	5917	4109	6517	5797	5504	2808	5063	7227	4601
Polyb2a002311	NA	523	529	425	701	530	542	359	641	733	394
Polyb2a002333	NA	131	168	125	158	143	168	99	150	186	146
Polyb2a002335	NA	216	265	183	308	209	243	177	247	260	247
Polyb2a002338	NA	647	902	577	1017	805	979	425	941	1087	671
Polyb2a002334	NA	40112	63830	33260	74483	39079	68548	25342	60905	63800	33691
Polyb2a002342	NA	2081	1993	1669	2115	2343	2097	1631	2684	3040	2026
Polyb2a002359	NA	453	604	363	687	526	563	357	551	678	455
Polyb2a002318	NA	1764	1965	1243	2201	1970	1807	959	2014	2833	1264
Polyb2a002295	NA	2034	2753	1988	3161	2303	2584	2059	2662	2981	2392
Polyb2a002343	NA	722	917	382	1238	739	935	325	760	1149	471
Polyb2a002319	NA	52	54	23	33	73	44	31	78	126	45
Polyb2a002341	NA	170	214	104	245	181	185	98	225	248	139
Polyb2a002357	NA	211	292	105	355	183	293	90	278	398	139
Polyb2a002358	NA	419	590	478	656	595	592	374	617	584	554
Polyb2a002325	NA	1294	1762	1100	2037	1724	1538	947	1774	1918	1273
Polyb2a002296	NA	888	619	375	670	615	508	180	684	1160	364
Polyb2a002304	NA	327	422	237	419	334	368	162	380	547	235
Polyb2a002291	NA	13	11	18	28	15	21	8	13	12	8
Polyb2a002345	NA	251	299	189	362	243	302	154	299	325	191
Polyb2a002353	NA	1569	1926	1545	2822	1348	2209	1669	1677	1980	1585
Polyb2a002351	NA	882	1306	1125	1899	958	1520	1183	1088	1224	964
Polyb2a002347	NA	773	832	736	1043	838	806	808	850	1043	891
Polyb2a002356	NA	595	741	413	866	707	740	357	788	955	451
Polyb2a002310	NA	178	243	105	261	175	234	76	166	271	110
Polyb2a002314	NA	764	543	543	479	786	548	453	1002	1187	739
Polyb2a002324	NA	565	626	394	837	577	668	281	669	816	422
Polyb2a002315	NA	156	199	103	248	184	206	77	193	210	116
Polyb2a002330	NA	687	824	768	980	726	816	669	986	906	827
Polyb2a002327	NA	365	527	363	619	482	521	383	550	566	441
Polyb2a002344	NA	943	988	638	1082	925	949	582	1136	1241	709
Polyb2a002303	NA	589	871	674	1052	778	873	735	898	927	850
Polyb2a002362	NA	251	319	233	318	319	294	187	367	406	259
Polyb2a002346	NA	651	782	641	795	835	668	687	1128	945	762
Polyb2a002308	NA	141	157	72	202	193	152	38	144	258	87
Polyb2a002309	NA	434	512	262	609	445	543	174	608	750	286
Polyb2a002293	NA	289	452	298	452	385	425	273	500	522	288
Polyb2a002306	NA	455	510	608	590	722	463	637	826	619	694
Polyb2a002331	NA	16	41	18	39	36	23	20	19	51	22
Polyb2a002323	NA	55	43	26	42	51	36	19	37	78	19
Polyb2a002337	NA	462	675	408	753	526	663	425	689	658	569
Polyb2a002360	NA	1668	1936	1411	2071	2177	1876	1245	2306	2776	1636
Polyb2a002298	NA	399	487	446	604	537	531	495	625	552	532
Polyb2a002363	NA	732	923	486	1131	793	843	491	838	1090	581
Polyb2a002349	NA	112	199	185	284	120	223	112	161	198	204
Polyb2a002294	NA	534	639	520	704	613	582	581	704	595	566
Polyb2a002313	NA	521	600	389	633	560	600	428	579	819	420
Polyb2a002300	NA	81	74	38	72	88	84	31	112	126	55
Polyb2a002340	NA	485	586	576	571	628	548	554	796	759	606
Polyb2a002317	NA	249	350	215	361	263	316	242	329	295	186
Polyb2a002320	NA	458	447	360	565	462	447	356	481	543	454
Polyb2a002307	NA	582	701	533	856	623	667	492	669	800	552
Polyb2a002355	NA	17	45	46	59	42	53	28	47	44	36
Polyb2a002332	NA	342	275	245	308	376	242	192	381	448	271
Polyb2a002336	NA	471	428	250	377	479	304	169	512	658	315
Polyb2a002329	NA	198	202	193	202	207	180	184	214	286	199
Polyb2a002292	NA	40	55	61	52	57	43	60	78	64	67
Polyb2a002297	NA	91	85	46	84	98	91	37	116	137	87
Polyb2a002301	NA	90	124	141	114	114	106	137	188	123	152
Polyb2a002305	NA	418	528	614	572	614	520	648	682	647	612
Polyb2a002352	NA	188	161	166	193	194	178	164	229	261	225
Polyb2a002299	NA	160	156	152	218	247	159	115	216	245	155
Polyb2a002302	NA	539	470	470	420	596	448	410	618	807	470
Polyb2a002322	NA	51	28	37	63	33	39	21	62	95	10
Polyb2a004720	NA	451	650	419	809	578	611	272	559	844	387
Polyb2a004708	NA	31	29	13	66	29	51	2	47	61	15
Polyb2a004727	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004722	NA	2	3	0	3	1	2	0	4	3	1
Polyb2a004740	NA	198	122	81	137	162	110	32	185	314	109
Polyb2a004746	NA	256	331	226	350	282	278	190	284	334	221
Polyb2a004714	NA	12	14	13	24	18	14	10	8	25	8
Polyb2a004709	NA	0	2	0	6	2	0	0	0	0	0
Polyb2a004705	NA	140	133	76	199	154	144	35	91	237	89
Polyb2a004736	NA	119	140	84	175	99	112	97	121	178	89
Polyb2a004732	NA	2	0	1	1	0	0	0	0	0	0
Polyb2a004729	NA	342	522	375	640	411	477	406	515	531	412
Polyb2a004712	NA	439	300	249	315	533	255	148	428	640	314
Polyb2a004718	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004747	NA	289	174	182	166	333	133	113	326	415	221
Polyb2a004755	NA	431	472	299	559	456	458	259	452	579	357
Polyb2a004711	NA	3192	2754	2974	2564	4973	2102	2590	3856	4758	3627
Polyb2a004717	NA	903	983	1365	918	1387	767	1429	1331	1241	1776
Polyb2a004721	NA	910	1196	741	1558	827	1327	600	1108	1292	736
Polyb2a004719	NA	201	222	142	223	190	251	132	242	298	193
Polyb2a004735	NA	27	34	43	43	41	34	37	39	34	26
Polyb2a004741	NA	842	713	519	693	881	692	440	1208	1442	685
Polyb2a004733	NA	87	84	147	86	137	77	144	178	113	191
Polyb2a004731	NA	1632	749	738	903	1760	758	528	2240	2543	1225
Polyb2a004728	NA	118	156	96	181	120	131	108	131	149	123
Polyb2a004738	NA	365	417	336	456	449	438	293	500	554	339
Polyb2a004745	NA	1513	2043	1331	2562	1753	1847	1432	1936	2341	1437
Polyb2a004750	NA	103	143	121	144	148	98	125	150	159	118
Polyb2a004726	NA	382	346	267	446	431	346	231	434	485	282
Polyb2a004710	NA	476	557	348	713	474	596	285	651	728	432
Polyb2a004707	NA	81	81	83	77	113	73	103	163	118	105
Polyb2a004730	NA	3906	4693	2962	5928	4756	4506	3008	4229	6382	3514
Polyb2a004754	NA	62	51	43	59	91	62	56	70	92	75
Polyb2a004704	NA	30	17	19	21	31	27	22	27	46	39
Polyb2a004749	NA	34	14	10	11	24	12	7	24	34	23
Polyb2a004739	NA	83	61	53	49	91	78	43	94	115	59
Polyb2a004743	NA	989	1215	796	1348	988	1167	771	1330	1417	902
Polyb2a004713	NA	471	572	516	667	515	527	570	621	649	613
Polyb2a004723	NA	184	178	144	177	161	143	155	233	241	187
Polyb2a004706	NA	402	642	460	708	631	605	442	692	690	447
Polyb2a004716	NA	266	306	277	454	259	343	368	418	361	291
Polyb2a004752	NA	65	80	66	79	85	71	53	99	76	58
Polyb2a004748	NA	106	79	85	114	121	83	81	128	158	96
Polyb2a004753	NA	285	365	241	430	259	381	296	395	442	295
Polyb2a004744	NA	971	616	1019	573	1142	621	1085	1698	1497	1232
Polyb2a004703	NA	313	356	243	371	357	310	219	360	437	269
Polyb2a004737	NA	1596	1812	1581	2106	2271	1770	1430	2266	2322	1630
Polyb2a004742	NA	36	26	41	27	51	26	45	67	67	52
Polyb2a004751	NA	110	78	82	79	136	69	56	164	164	72
Polyb2a004715	NA	32	16	21	22	30	18	7	24	34	14
Polyb2a004734	NA	32	22	24	35	49	26	16	44	61	18
Polyb2a004724	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004701	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004702	NA	0	0	0	4	0	0	0	0	0	0
Polyb2a003605	NA	1	3	2	4	5	2	0	7	7	0
Polyb2a003616	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003525	NA	1471	1808	1077	1913	1869	1678	813	1920	2489	1310
Polyb2a003576	NA	122	172	112	219	118	159	66	124	219	101
Polyb2a003559	NA	59	98	110	100	90	77	69	83	103	82
Polyb2a003577	NA	513	534	533	659	860	560	487	689	659	576
Polyb2a003552	NA	177	209	310	255	400	204	391	375	245	396
Polyb2a003604	NA	188	261	122	313	203	264	80	232	340	135
Polyb2a003529	NA	1430	1864	1410	2206	1636	1723	1430	1825	1983	1561
Polyb2a003571	NA	22	9	13	8	26	12	8	17	23	22
Polyb2a003606	NA	468	359	423	494	589	411	437	521	585	469
Polyb2a003587	NA	570	786	743	836	867	679	852	907	823	876
Polyb2a003580	NA	612	703	712	857	1102	702	758	948	929	704
Polyb2a003541	NA	876	1327	729	1625	943	1265	769	1101	1384	938
Polyb2a003569	NA	255	311	162	350	269	261	134	322	433	200
Polyb2a003566	NA	658	780	625	924	659	784	567	789	871	675
Polyb2a003573	NA	1741	1964	1244	2387	1989	1976	964	2358	2722	1567
Polyb2a003619	NA	2008	2548	2159	2788	2376	2323	2369	3160	2844	2597
Polyb2a003608	NA	316	410	246	478	358	366	123	370	553	216
Polyb2a003564	NA	3352	3655	1695	4075	3072	3466	1006	3056	4931	2023
Polyb2a003532	NA	1803	1651	3054	1978	2915	1472	3430	2933	2135	3076
Polyb2a003595	NA	147	203	154	253	163	209	109	179	256	142
Polyb2a003575	NA	78	77	58	124	68	88	21	102	144	66
Polyb2a003546	NA	670	705	348	888	519	740	133	601	1040	464
Polyb2a003558	NA	339	333	240	358	415	294	218	441	556	238
Polyb2a003563	NA	522	604	424	777	460	615	368	607	722	458
Polyb2a003535	NA	263	366	248	361	346	312	246	390	412	238
Polyb2a003527	NA	378	366	323	449	409	362	401	442	458	393
Polyb2a003548	NA	2421	2833	1614	2945	2217	2369	1634	2474	3526	1926
Polyb2a003551	NA	231	157	104	187	203	160	117	158	290	150
Polyb2a003561	NA	281	335	236	325	324	306	264	390	398	253
Polyb2a003613	NA	1700	1953	1175	2336	1714	1812	1149	1839	2292	1399
Polyb2a003533	NA	492	631	521	648	631	618	520	705	758	590
Polyb2a003537	NA	2158	3075	1082	5287	1398	3608	1128	1822	3424	1087
Polyb2a003570	NA	1047	1320	880	1806	1310	1475	768	1494	1686	949
Polyb2a003555	NA	444	579	418	669	513	545	388	616	634	426
Polyb2a003592	NA	645	816	717	907	620	759	706	865	852	813
Polyb2a003523	NA	888	932	542	911	932	911	368	1124	1606	640
Polyb2a003590	NA	34	34	28	27	38	20	21	28	52	31
Polyb2a003534	NA	2842	4171	1698	5447	2527	4138	1816	2881	4010	2305
Polyb2a003597	NA	141	114	88	127	127	111	41	141	223	76
Polyb2a003526	NA	678	688	611	747	787	619	603	922	961	626
Polyb2a003572	NA	518	433	301	520	515	426	108	599	922	262
Polyb2a003598	NA	2265	1871	1930	2143	3767	1887	1688	2402	3597	2340
Polyb2a003609	NA	865	1395	511	1536	660	1307	568	800	1299	484
Polyb2a003531	NA	942	1488	570	1966	701	1309	636	928	1398	582
Polyb2a003560	NA	1439	2110	1040	2573	2002	1968	774	1717	2227	1104
Polyb2a003621	NA	390	426	282	397	397	367	259	391	506	309
Polyb2a003593	NA	404	469	413	589	486	479	376	536	630	400
Polyb2a003614	NA	115	161	94	177	118	162	105	162	172	128
Polyb2a003578	NA	383	424	301	467	408	381	345	482	486	368
Polyb2a003589	NA	551	267	474	312	500	316	419	843	739	461
Polyb2a003599	NA	229	240	88	332	221	247	58	263	369	130
Polyb2a003591	NA	152	223	153	223	201	199	127	201	232	171
Polyb2a003581	NA	84	125	93	154	101	141	104	142	180	104
Polyb2a003618	NA	25	20	11	55	18	35	26	24	28	16
Polyb2a003542	NA	675	586	557	723	983	556	533	1015	906	817
Polyb2a003601	NA	397	298	198	360	534	285	153	512	597	356
Polyb2a003582	NA	787	1210	586	1508	747	1196	493	846	1307	642
Polyb2a003567	NA	372	287	164	259	491	187	94	309	525	249
Polyb2a003530	NA	749	844	577	952	802	842	530	864	1178	755
Polyb2a003620	NA	1400	1575	2024	1644	1777	1463	2378	2138	1999	2049
Polyb2a003545	NA	683	835	691	818	825	685	616	985	1060	838
Polyb2a003612	NA	56	59	139	141	98	95	150	191	147	121
Polyb2a003611	NA	404	429	441	588	525	461	441	590	611	491
Polyb2a003607	NA	347	401	267	465	400	396	188	462	537	275
Polyb2a003600	NA	1853	1889	1499	2086	1975	1781	1524	2329	2592	1517
Polyb2a003565	NA	244	371	352	316	350	339	398	378	369	378
Polyb2a003536	NA	131	136	150	183	160	145	166	165	154	188
Polyb2a003562	NA	336	435	291	477	355	414	238	395	484	309
Polyb2a003584	NA	34	37	21	55	39	34	7	38	58	20
Polyb2a003574	NA	247	323	217	399	332	299	115	366	417	189
Polyb2a003540	NA	2650	2576	2818	2548	3559	2387	3045	3972	4313	3231
Polyb2a003557	NA	401	485	294	516	347	457	296	403	488	377
Polyb2a003602	NA	571	791	466	933	563	762	394	765	912	523
Polyb2a003538	NA	188	262	128	349	236	236	165	213	270	194
Polyb2a003588	NA	664	798	508	890	582	680	588	734	824	649
Polyb2a003553	NA	353	493	344	646	376	483	363	516	466	475
Polyb2a003549	NA	385	463	262	441	409	411	202	458	615	321
Polyb2a003547	NA	249	297	204	392	208	298	157	243	346	206
Polyb2a003554	NA	373	321	263	322	383	300	266	493	548	301
Polyb2a003586	NA	456	567	523	547	608	528	545	727	683	497
Polyb2a003528	NA	505	548	385	558	557	516	398	667	731	468
Polyb2a003617	NA	2380	3299	2207	4183	2356	3195	2277	2836	3668	2069
Polyb2a003596	NA	641	1225	533	1847	1161	1270	596	900	1196	866
Polyb2a003556	NA	270	351	306	383	386	352	229	370	448	318
Polyb2a003544	NA	518	649	531	683	664	590	481	747	875	560
Polyb2a003543	NA	386	383	429	450	489	403	396	582	588	440
Polyb2a003594	NA	369	352	330	327	420	340	349	520	478	408
Polyb2a003539	NA	330	246	129	350	267	274	62	288	504	156
Polyb2a003524	NA	385	383	177	427	413	390	134	386	606	265
