Geneid	gene_name	PO_Q1_1Aligned.sortedByCoord.out.bam	PO_Q3_1Aligned.sortedByCoord.out.bam	PO_W1_1Aligned.sortedByCoord.out.bam	PO_Q4_1Aligned.sortedByCoord.out.bam	PO_W2_1Aligned.sortedByCoord.out.bam	PO_Q5_1Aligned.sortedByCoord.out.bam	PO_W5_1Aligned.sortedByCoord.out.bam	PO_W4_1Aligned.sortedByCoord.out.bam	PO_Q2_1Aligned.sortedByCoord.out.bam	PO_W3_1Aligned.sortedByCoord.out.bam
Polyb2a003603	NA	31	25	13	21	27	32	28	17	27	22
Polyb2a003583	NA	0	3	0	1	2	1	0	2	1	1
Polyb2a003568	NA	11	14	8	13	12	15	1	8	13	5
Polyb2a003550	NA	93	96	24	111	77	71	16	78	135	54
Polyb2a003579	NA	0	1	0	0	0	0	0	0	2	1
Polyb2a003585	NA	32	27	13	30	21	20	3	17	26	8
Polyb2a003615	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a003610	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a005630	NA	1126	1338	994	1621	1172	1255	1168	1320	1415	1107
Polyb2a005627	NA	509	669	528	693	715	631	502	723	813	632
Polyb2a005635	NA	386	490	251	648	382	484	230	334	576	308
Polyb2a005637	NA	535	768	364	907	645	669	270	704	1026	391
Polyb2a005631	NA	195	164	142	121	180	152	115	212	233	153
Polyb2a005626	NA	212	203	167	194	180	233	169	295	343	161
Polyb2a005638	NA	51	60	17	72	85	52	17	41	81	31
Polyb2a005636	NA	104	107	72	116	124	103	96	122	144	111
Polyb2a005628	NA	2	1	2	0	3	2	1	1	7	0
Polyb2a005634	NA	15	10	7	12	19	11	4	20	40	15
Polyb2a005632	NA	67	64	31	78	54	88	19	60	105	37
Polyb2a005633	NA	1702	1802	1238	1984	2067	1759	982	1922	2876	1457
Polyb2a010603	NA	433	624	461	630	521	550	426	708	673	553
Polyb2a010524	NA	504	518	388	724	517	551	309	597	718	420
Polyb2a010553	NA	670	958	572	1160	748	1011	556	912	977	643
Polyb2a010554	NA	659	902	620	1071	815	867	760	933	964	834
Polyb2a010543	NA	1424	1527	1057	1750	1680	1627	1375	1640	2256	1238
Polyb2a010549	NA	472	540	352	702	584	529	276	580	742	352
Polyb2a010525	NA	152	191	172	257	198	206	167	201	285	180
Polyb2a010571	NA	7	14	6	12	9	10	2	21	12	8
Polyb2a010557	NA	1	5	0	2	2	0	1	1	1	1
Polyb2a010584	NA	710	1005	708	1391	889	1069	565	975	1206	730
Polyb2a010538	NA	23	52	22	64	39	43	21	22	50	39
Polyb2a010530	NA	72	105	53	122	70	92	50	70	103	70
Polyb2a010596	NA	4	11	19	2	19	7	15	6	5	12
Polyb2a010542	NA	0	1	0	0	1	0	0	1	2	1
Polyb2a010590	NA	108	107	51	133	95	100	37	96	116	58
Polyb2a010578	NA	353	415	318	564	351	382	375	469	487	373
Polyb2a010598	NA	189	310	244	349	271	301	226	311	296	229
Polyb2a010531	NA	293	320	246	336	414	351	192	378	610	210
Polyb2a010521	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a010600	NA	745	868	600	1126	752	946	627	1006	1135	653
Polyb2a010591	NA	1427	1374	1046	1546	1476	1312	978	1674	2120	1184
Polyb2a010537	NA	583	637	496	688	676	666	425	667	818	500
Polyb2a010582	NA	440	443	324	428	548	382	248	551	719	313
Polyb2a010547	NA	256	348	176	414	294	358	100	366	422	213
Polyb2a010581	NA	407	564	481	606	472	472	472	695	609	527
Polyb2a010546	NA	142	124	111	147	162	102	79	154	181	127
Polyb2a010535	NA	2253	1851	2551	1866	2779	1715	1639	2442	2950	3094
Polyb2a010565	NA	14	20	20	28	38	19	9	17	31	23
Polyb2a010519	NA	23	35	22	27	56	26	23	64	61	29
Polyb2a010583	NA	0	0	0	0	0	0	0	0	0	1
Polyb2a010552	NA	25	40	29	40	25	32	40	65	71	35
Polyb2a010527	NA	47	91	39	102	37	67	33	77	91	61
Polyb2a010563	NA	35	18	18	15	28	23	13	28	46	17
Polyb2a010569	NA	190	217	193	269	222	228	215	241	236	237
Polyb2a010561	NA	644	720	593	666	732	669	655	915	983	690
Polyb2a010574	NA	256	306	228	349	253	299	192	307	375	219
Polyb2a010555	NA	407	430	341	574	423	425	395	446	600	409
Polyb2a010523	NA	317	350	294	380	433	359	232	471	487	355
Polyb2a010564	NA	771	780	1024	797	1497	687	1029	1543	1128	1282
Polyb2a010595	NA	704	695	373	675	763	609	231	751	1033	474
Polyb2a010577	NA	2700	4541	1767	5648	2231	4622	2047	2689	4167	2216
Polyb2a010548	NA	339	511	231	669	330	522	326	399	510	352
Polyb2a010593	NA	682	605	483	554	756	541	408	790	897	540
Polyb2a010585	NA	607	1058	589	1301	791	985	621	550	1148	695
Polyb2a010606	NA	3545	2762	1983	2986	5250	2053	1054	2653	4609	2181
Polyb2a010586	NA	577	666	359	866	620	581	309	604	766	390
Polyb2a010602	NA	42	34	12	35	52	33	8	31	70	35
Polyb2a010594	NA	588	786	517	763	712	647	543	815	891	560
Polyb2a010558	NA	409	600	457	681	560	511	456	623	642	459
Polyb2a010599	NA	907	1183	731	1223	1092	1085	583	1154	1478	863
Polyb2a010550	NA	208	275	174	308	234	239	143	257	286	200
Polyb2a010556	NA	9	21	7	2	8	2	5	5	17	7
Polyb2a010604	NA	56	76	65	137	75	80	53	56	107	45
Polyb2a010517	NA	0	1	0	0	0	0	0	0	1	2
Polyb2a010568	NA	156	201	136	220	170	163	119	149	206	165
Polyb2a010589	NA	390	470	291	540	350	450	250	458	625	305
Polyb2a010518	NA	1476	1684	1238	2023	1577	1600	1255	1681	2116	1212
Polyb2a010532	NA	382	394	154	498	304	348	135	376	563	236
Polyb2a010605	NA	282	332	253	406	313	363	265	375	433	313
Polyb2a010559	NA	2804	2869	2054	2885	3160	2608	1529	3628	4494	2362
Polyb2a010529	NA	1296	1509	1072	1819	1452	1298	1013	1588	1936	1094
Polyb2a010540	NA	238	134	145	159	215	134	93	233	318	165
Polyb2a010522	NA	6	3	0	6	1	5	3	1	7	5
Polyb2a010536	NA	573	680	533	855	715	650	431	666	875	642
Polyb2a010572	NA	36	29	17	34	27	23	10	29	60	33
Polyb2a010541	NA	204	227	132	233	172	212	142	245	256	195
Polyb2a010528	NA	1023	1290	1001	1375	1372	1085	949	1634	1567	1157
Polyb2a010587	NA	930	1009	689	1119	974	876	524	1078	1408	837
Polyb2a010579	NA	118	130	66	154	96	99	41	99	160	77
Polyb2a010575	NA	61	79	25	79	48	69	15	68	105	35
Polyb2a010570	NA	988	1323	568	1585	949	1160	285	1115	1534	642
Polyb2a010580	NA	2469	2972	1995	3823	3233	2833	2008	3125	3581	2261
Polyb2a010567	NA	838	789	1120	734	1365	650	1310	1137	1108	1131
Polyb2a010588	NA	188	252	155	230	204	180	228	222	286	237
Polyb2a010560	NA	596	745	500	876	645	731	534	669	927	579
Polyb2a010520	NA	489	501	244	554	551	431	128	426	766	280
Polyb2a010597	NA	0	1	0	0	0	0	0	0	0	1
Polyb2a010533	NA	14	15	4	6	12	10	1	9	23	1
Polyb2a010534	NA	0	0	2	0	0	2	0	1	0	0
Polyb2a010592	NA	0	0	0	0	0	0	1	0	0	0
Polyb2a010551	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a010539	NA	214	177	87	143	199	127	29	149	300	119
Polyb2a010526	NA	19	14	7	22	18	7	1	18	24	10
Polyb2a010601	NA	4	2	1	5	6	4	0	2	1	4
Polyb2a010544	NA	1	4	3	2	0	1	0	1	2	0
Polyb2a010573	NA	624	739	524	845	669	706	456	741	881	642
Polyb2a010607	NA	763	650	495	556	628	643	470	835	1030	418
Polyb2a010576	NA	994	1372	822	1727	998	1333	797	1217	1509	966
Polyb2a010545	NA	453	511	249	535	494	487	175	538	730	284
Polyb2a010562	NA	672	892	534	936	761	774	594	876	1020	731
Polyb2a010566	NA	480	538	443	625	589	515	412	645	686	448
Polyb2a011331	NA	290	341	271	415	328	344	231	341	425	255
Polyb2a011377	NA	581	409	413	418	641	395	332	789	887	426
Polyb2a011382	NA	1	6	5	7	4	10	4	5	9	3
Polyb2a011285	NA	440	495	340	465	446	491	283	557	602	373
Polyb2a011346	NA	130	200	113	206	103	179	91	137	187	136
Polyb2a011391	NA	432	578	585	809	645	644	746	629	600	684
Polyb2a011321	NA	647	967	883	1055	825	878	970	987	920	955
Polyb2a011308	NA	349	467	472	497	443	449	470	500	540	508
Polyb2a011372	NA	332	388	186	515	326	395	176	348	457	244
Polyb2a011318	NA	278	346	212	341	321	284	173	338	416	243
Polyb2a011304	NA	3067	2504	2583	2298	3206	2259	2437	3732	3873	2710
Polyb2a011417	NA	1388	1453	1491	1447	1551	1311	1648	2044	1781	1721
Polyb2a011288	NA	2639	2762	1893	3114	2461	2822	1694	3245	3878	2189
Polyb2a011345	NA	2	2	9	5	5	5	6	0	5	2
Polyb2a011300	NA	831	938	811	1078	904	897	832	1023	1157	931
Polyb2a011297	NA	1	1	0	1	0	0	0	0	1	0
Polyb2a011352	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a011293	NA	74	87	40	86	65	69	24	72	132	52
Polyb2a011376	NA	1455	1531	848	1858	1176	1526	521	1328	2164	1132
Polyb2a011301	NA	941	944	472	1250	1243	871	415	1018	1424	497
Polyb2a011284	NA	2	1	0	0	2	2	1	1	4	0
Polyb2a011369	NA	976	1011	684	707	704	593	737	853	1184	793
Polyb2a011340	NA	1167	464	702	492	893	445	577	1284	1576	918
Polyb2a011407	NA	1	6	4	0	1	7	2	9	2	4
Polyb2a011405	NA	1173	1420	1201	1487	1386	1290	1108	1526	1661	1359
Polyb2a011330	NA	24	24	22	20	38	18	23	24	27	22
Polyb2a011374	NA	42529	37013	41263	45557	45258	36381	46206	40257	40576	45250
Polyb2a011298	NA	358	432	339	441	654	356	413	488	518	319
Polyb2a011358	NA	2654	3428	3814	3495	4882	2642	4535	4321	3806	3547
Polyb2a011347	NA	233	289	464	359	354	290	582	425	351	530
Polyb2a011384	NA	1030	1214	896	1452	1137	1120	855	1309	1491	947
Polyb2a011315	NA	24	30	17	34	47	23	28	32	36	68
Polyb2a011419	NA	1562	2009	2024	2502	2337	1900	2319	2138	2317	2223
Polyb2a011337	NA	3	0	4	0	1	0	1	2	4	2
Polyb2a011389	NA	2488	3263	1288	4214	2057	3051	1264	2752	4078	1791
Polyb2a011324	NA	539	695	534	799	633	603	549	662	878	698
Polyb2a011328	NA	20	20	17	15	23	13	20	26	24	16
Polyb2a011401	NA	646	709	539	608	758	478	513	952	789	659
Polyb2a011310	NA	33	18	26	29	47	26	22	30	40	43
Polyb2a011316	NA	1205	1604	1013	1938	1479	1549	833	1474	1880	1155
Polyb2a011342	NA	31808	31530	40013	36288	46183	27141	44645	43367	39197	44912
Polyb2a011406	NA	0	1	2	2	2	2	1	0	1	0
Polyb2a011348	NA	46	76	28	72	59	75	23	113	112	27
Polyb2a011305	NA	494	810	497	1107	629	846	503	707	839	464
Polyb2a011356	NA	7311	11561	5586	15114	7661	11724	5453	7895	12284	6536
Polyb2a011283	NA	628	886	502	1088	673	827	400	785	884	578
Polyb2a011418	NA	0	1	0	2	1	0	0	0	1	0
Polyb2a011338	NA	36	42	30	29	66	22	19	54	52	43
Polyb2a011332	NA	84	80	52	28	79	26	44	82	125	137
Polyb2a011320	NA	384	358	473	247	472	263	393	620	425	619
Polyb2a011322	NA	757	989	806	1071	946	852	899	1014	1074	801
Polyb2a011400	NA	27	27	10	26	12	23	15	16	38	16
Polyb2a011319	NA	659	870	678	977	790	800	756	874	1012	733
Polyb2a011390	NA	1127	1458	1095	1922	1328	1421	1179	1406	1732	1135
Polyb2a011291	NA	414	543	387	616	504	538	444	527	633	483
Polyb2a011367	NA	245	354	162	355	282	280	224	318	340	256
Polyb2a011335	NA	442	542	388	541	411	421	406	638	559	551
Polyb2a011383	NA	585	758	543	859	608	683	606	720	815	685
Polyb2a011341	NA	1025	1431	1073	1662	1366	1359	1093	1429	1728	1237
Polyb2a011302	NA	708	946	846	1048	962	779	869	1139	1115	949
Polyb2a011378	NA	366	405	183	500	327	409	90	382	617	245
Polyb2a011282	NA	1601	1731	1160	1997	1603	1751	894	1850	2201	1348
Polyb2a011349	NA	1347	1837	990	2114	1360	1648	931	1516	1930	1356
Polyb2a011336	NA	785	848	476	918	960	778	416	937	1221	640
Polyb2a011410	NA	583	787	445	859	595	774	441	716	911	521
Polyb2a011366	NA	859	1322	1027	1605	1157	1225	868	1222	1514	1004
Polyb2a011289	NA	3	0	0	1	1	0	0	0	1	0
Polyb2a011379	NA	0	3	5	1	2	1	0	0	0	3
Polyb2a011329	NA	514	681	248	781	467	574	128	560	863	410
Polyb2a011287	NA	29	34	16	41	37	26	16	32	44	22
Polyb2a011354	NA	1785	2378	1267	2919	2112	2291	1155	2141	2726	1475
Polyb2a011365	NA	687	575	558	774	765	493	406	680	761	538
Polyb2a011386	NA	445	790	307	1127	451	846	424	451	772	462
Polyb2a011326	NA	863	1110	771	1365	1084	1015	798	993	1287	717
Polyb2a011420	NA	637	813	470	1041	501	859	503	709	808	563
Polyb2a011353	NA	1224	1712	866	2226	1128	1679	827	1236	1757	1000
Polyb2a011404	NA	0	1	0	0	0	0	0	0	0	0
Polyb2a011351	NA	0	0	0	0	0	0	0	1	1	0
Polyb2a011314	NA	1	0	0	0	0	1	0	0	4	0
Polyb2a011393	NA	1	0	0	1	0	0	0	0	0	1
Polyb2a011371	NA	2	1	0	0	0	0	0	1	1	0
Polyb2a011299	NA	6	17	5	10	10	9	6	20	21	13
Polyb2a011388	NA	142	154	81	201	172	158	36	193	291	84
Polyb2a011306	NA	0	4	1	0	1	2	1	0	6	3
Polyb2a011361	NA	228	196	147	196	183	150	151	217	244	175
Polyb2a011380	NA	333	311	328	363	314	262	331	385	458	269
Polyb2a011343	NA	156	208	136	237	182	186	78	195	260	108
Polyb2a011350	NA	1134	1405	975	1617	1374	1235	934	1428	1567	1173
Polyb2a011327	NA	1479	2196	1085	2921	1397	2214	966	1725	2272	1659
Polyb2a011359	NA	463	552	343	557	527	383	314	643	667	444
Polyb2a011307	NA	357	416	396	395	452	302	431	545	442	456
Polyb2a011362	NA	68	107	35	140	90	119	34	101	116	67
Polyb2a011413	NA	70	106	59	117	86	88	44	81	111	58
Polyb2a011311	NA	6	11	6	13	6	3	7	9	8	7
Polyb2a011408	NA	8	23	20	30	41	26	11	19	17	18
Polyb2a011313	NA	23	25	9	30	28	30	16	29	35	20
Polyb2a011395	NA	472	449	337	583	435	535	327	596	709	352
Polyb2a011360	NA	16	25	18	18	19	18	13	20	36	19
Polyb2a011323	NA	0	7	3	11	2	3	1	8	5	3
Polyb2a011368	NA	19	22	10	28	27	28	15	22	26	37
Polyb2a011281	NA	12	12	7	13	12	15	6	15	20	15
Polyb2a011363	NA	79	80	51	67	89	82	65	88	87	66
Polyb2a011317	NA	357	412	318	410	337	366	266	397	442	328
Polyb2a011381	NA	132	125	100	118	155	135	91	165	136	151
Polyb2a011387	NA	23	26	16	19	37	29	30	28	34	42
Polyb2a011396	NA	551	658	444	706	524	584	449	621	698	489
Polyb2a011416	NA	363	420	243	445	371	357	181	420	485	266
Polyb2a011385	NA	247	251	126	292	364	196	102	283	402	160
Polyb2a011402	NA	558	700	412	841	519	692	260	449	661	417
Polyb2a011397	NA	56	40	22	67	30	38	17	68	91	18
Polyb2a011312	NA	281	308	93	351	277	334	76	277	433	135
Polyb2a011394	NA	6	3	3	1	9	6	0	3	11	2
Polyb2a011392	NA	30	42	33	26	70	27	39	41	35	43
Polyb2a011294	NA	88	89	59	99	85	126	36	87	135	67
Polyb2a011292	NA	27	23	24	26	27	23	13	16	43	16
Polyb2a011375	NA	663	683	584	652	811	612	523	811	939	608
Polyb2a011355	NA	666	826	635	835	663	740	617	798	826	721
Polyb2a011309	NA	188	152	117	181	228	150	49	221	398	121
Polyb2a011357	NA	56	38	52	41	57	29	44	70	70	65
Polyb2a011296	NA	48	53	45	69	60	48	70	61	55	48
Polyb2a011411	NA	219	295	136	351	191	261	192	215	285	157
Polyb2a011344	NA	17	44	31	85	25	41	21	42	58	32
Polyb2a011339	NA	1090	1981	976	3622	703	2172	765	1263	1889	902
Polyb2a011399	NA	1437	2142	746	3211	770	2297	789	1042	1743	925
Polyb2a011409	NA	947	1055	1038	1110	1121	972	997	1345	1286	1145
Polyb2a011364	NA	999	1534	1087	2115	1262	1615	1117	1478	1678	1423
Polyb2a011286	NA	16335	20075	15822	26962	17915	20157	13540	20323	21754	19033
Polyb2a011333	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a011415	NA	4	2	0	0	4	0	0	1	4	8
Polyb2a011412	NA	16	25	18	39	24	39	11	15	30	12
Polyb2a011295	NA	6	10	4	19	4	25	6	5	11	3
Polyb2a011370	NA	139	298	65	304	125	252	134	94	166	108
Polyb2a011325	NA	37	45	28	65	70	51	23	52	76	35
Polyb2a011414	NA	10	13	10	16	16	18	13	13	18	20
Polyb2a011403	NA	1549	1833	887	2013	1362	1591	548	1476	2216	918
Polyb2a011334	NA	488	635	434	715	494	621	553	646	694	615
Polyb2a011303	NA	18	26	26	16	37	9	8	39	33	27
Polyb2a011373	NA	188	64	107	57	168	60	76	186	268	96
Polyb2a011398	NA	642	494	435	396	611	432	390	903	848	671
Polyb2a002820	NA	20	21	15	23	34	22	9	19	40	16
Polyb2a002778	NA	26	31	32	39	32	32	26	38	30	32
Polyb2a002793	NA	609	626	305	805	629	528	199	597	824	353
Polyb2a002805	NA	32	48	24	51	27	35	42	36	35	41
Polyb2a002828	NA	369	335	295	364	307	312	352	319	446	196
Polyb2a002801	NA	123	82	75	88	133	86	83	179	173	72
Polyb2a002807	NA	12	13	13	24	9	15	8	13	15	21
Polyb2a002852	NA	25	27	38	32	26	20	48	50	28	34
Polyb2a002815	NA	350	447	238	590	551	481	161	444	657	258
Polyb2a002811	NA	17	33	15	41	39	30	8	37	42	11
Polyb2a002841	NA	0	0	1	0	0	1	0	0	1	1
Polyb2a002785	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002753	NA	552	858	436	1231	533	876	492	621	914	598
Polyb2a002770	NA	473	772	562	905	605	711	550	725	747	592
Polyb2a002848	NA	228	277	199	348	266	269	180	322	324	261
Polyb2a002775	NA	481	541	529	506	592	408	556	644	598	564
Polyb2a002783	NA	36	26	44	32	30	18	58	46	52	36
Polyb2a002759	NA	25	21	38	31	25	17	48	32	36	27
Polyb2a002788	NA	355	317	246	394	406	280	203	369	410	255
Polyb2a002769	NA	3	2	0	0	0	1	0	0	0	0
Polyb2a002844	NA	1082	1130	163	2383	224	1864	356	195	1562	181
Polyb2a002804	NA	648	753	524	1156	656	889	490	812	1006	661
Polyb2a002791	NA	0	2	0	1	0	2	0	0	0	0
Polyb2a002800	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002795	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002766	NA	0	3	0	1	2	1	0	0	0	0
Polyb2a002777	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002817	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002806	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002781	NA	492	731	475	1262	632	860	278	491	819	466
Polyb2a002829	NA	0	0	0	0	1	0	1	0	0	0
Polyb2a002761	NA	0	0	0	0	0	1	0	0	0	0
Polyb2a002850	NA	0	1	0	1	0	0	0	0	0	1
Polyb2a002760	NA	171	106	274	127	654	90	286	331	266	294
Polyb2a002825	NA	110	53	105	78	301	59	168	232	143	185
Polyb2a002816	NA	139	262	105	364	392	240	87	217	286	74
Polyb2a002858	NA	283	382	133	579	219	297	186	181	432	133
Polyb2a002799	NA	7778	9994	7008	11943	10553	8398	8209	9788	12156	8944
Polyb2a002830	NA	414	576	332	711	520	575	188	486	705	348
Polyb2a002823	NA	357	399	321	392	412	337	347	532	633	423
Polyb2a002798	NA	543	437	412	449	574	460	427	590	700	394
Polyb2a002809	NA	333	492	380	533	370	463	428	489	535	376
Polyb2a002860	NA	413	544	376	573	454	562	337	583	582	384
Polyb2a002853	NA	534	767	511	906	595	749	570	786	791	653
Polyb2a002782	NA	331	459	456	603	434	478	481	590	505	509
Polyb2a002764	NA	982	1184	1036	1153	1194	1064	1007	1269	1373	1164
Polyb2a002846	NA	249	220	163	300	236	236	114	279	334	166
Polyb2a002836	NA	666	712	278	1045	482	800	233	593	945	309
Polyb2a002843	NA	717	992	600	1093	854	904	487	839	987	591
Polyb2a002803	NA	247	355	231	374	305	316	238	328	343	279
Polyb2a002763	NA	283	439	241	419	336	369	274	357	379	329
Polyb2a002847	NA	363	479	282	568	425	469	240	529	664	303
Polyb2a002762	NA	156	210	164	187	213	187	223	262	273	206
Polyb2a002752	NA	87	133	97	177	114	111	93	105	127	108
Polyb2a002790	NA	72	101	46	122	85	133	17	126	146	53
Polyb2a002859	NA	250	355	123	452	226	317	81	291	385	147
Polyb2a002819	NA	36300	29770	45234	35493	40604	26185	70339	40013	35544	46677
Polyb2a002838	NA	1393	1513	1121	1822	1907	1520	805	1822	2192	1248
Polyb2a002857	NA	1	1	1	4	1	2	1	4	1	0
Polyb2a002786	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002822	NA	5	2	1	3	3	3	0	3	5	3
Polyb2a002831	NA	13	16	10	21	34	24	7	10	23	3
Polyb2a002751	NA	0	0	1	0	0	0	0	0	0	0
Polyb2a002767	NA	18	14	15	19	24	11	15	20	23	19
Polyb2a002758	NA	3	0	0	1	4	2	1	1	2	1
Polyb2a002765	NA	2788	3389	2474	4078	2874	3039	2890	3318	3822	2750
Polyb2a002821	NA	823	902	610	987	833	826	481	929	1147	622
Polyb2a002810	NA	172	184	185	239	234	215	207	310	227	249
Polyb2a002774	NA	43	77	51	52	34	79	52	71	62	47
Polyb2a002792	NA	409	322	374	319	448	330	459	549	549	459
Polyb2a002757	NA	2095	2026	1959	1964	2603	1880	2098	3465	2999	2419
Polyb2a002772	NA	578	751	544	934	648	818	698	819	836	635
Polyb2a002808	NA	702	401	623	400	674	395	688	922	951	693
Polyb2a002813	NA	550	832	558	902	634	823	571	779	775	759
Polyb2a002827	NA	131	176	167	187	148	169	167	165	191	143
Polyb2a002784	NA	254	334	210	421	278	345	298	351	323	280
Polyb2a002845	NA	7	2	1	6	2	3	0	6	9	2
Polyb2a002854	NA	360	430	343	458	334	380	339	442	489	335
Polyb2a002818	NA	791	941	826	1296	924	936	921	971	921	990
Polyb2a002842	NA	54	82	49	134	88	102	20	53	145	53
Polyb2a002826	NA	383	285	301	289	379	288	375	454	483	354
Polyb2a002812	NA	41	29	33	37	51	27	31	72	50	43
Polyb2a002779	NA	345	348	392	335	424	289	487	488	424	365
Polyb2a002773	NA	3034	3839	3084	4457	2853	3517	3323	3511	4219	3008
Polyb2a002756	NA	351	267	205	279	322	292	151	471	563	222
Polyb2a002794	NA	6	11	16	15	29	14	7	23	20	21
Polyb2a002856	NA	4	12	9	12	9	9	3	6	12	8
Polyb2a002851	NA	24	67	30	77	47	46	28	46	75	60
Polyb2a002776	NA	207	137	115	169	228	118	59	255	319	161
Polyb2a002849	NA	108	46	99	70	120	46	95	81	128	205
Polyb2a002834	NA	41	20	29	16	34	16	26	38	47	32
Polyb2a002814	NA	0	1	2	3	5	2	1	1	3	1
Polyb2a002789	NA	1272	995	1305	873	1765	734	1158	1418	1763	1681
Polyb2a002833	NA	6	12	7	14	14	5	8	8	15	10
Polyb2a002771	NA	3187	2005	3459	1927	4209	1841	2300	3069	3708	4688
Polyb2a002768	NA	172	174	232	177	235	203	280	357	242	323
Polyb2a002796	NA	402	430	270	433	543	351	215	400	591	299
Polyb2a002839	NA	1724	913	874	950	1407	978	605	2066	2608	875
Polyb2a002802	NA	108	35	26	50	76	31	16	101	140	35
Polyb2a002797	NA	600	919	528	1117	595	909	551	715	963	583
Polyb2a002780	NA	193	258	152	307	212	235	115	215	275	136
Polyb2a002832	NA	378	483	373	619	373	505	480	447	501	413
Polyb2a002755	NA	370	513	388	615	396	550	455	468	609	386
Polyb2a002840	NA	161	143	69	199	143	136	25	134	271	90
Polyb2a002835	NA	104	93	34	106	87	77	10	64	161	48
Polyb2a002787	NA	7	3	1	5	2	3	1	1	3	2
Polyb2a002837	NA	22	18	5	18	9	25	5	19	33	11
Polyb2a002824	NA	44	61	36	83	78	45	25	56	60	51
Polyb2a002855	NA	135	131	115	182	194	134	50	151	248	87
Polyb2a000710	NA	389	589	336	697	469	566	409	560	672	366
Polyb2a000702	NA	1007	1270	831	1329	1140	1145	824	1463	1545	1064
Polyb2a000712	NA	862	950	956	1082	1085	766	998	1307	1141	1055
Polyb2a000717	NA	551	482	771	506	757	446	877	919	799	863
Polyb2a000694	NA	902	879	1452	957	1622	776	1671	1597	1104	1660
Polyb2a000682	NA	227	379	264	380	337	310	239	353	433	266
Polyb2a000731	NA	1606	1869	1623	2109	1927	1785	1950	2108	2292	1903
Polyb2a000713	NA	967	911	771	900	1052	737	644	999	1440	911
Polyb2a000697	NA	185	143	112	117	141	130	74	175	241	97
Polyb2a000677	NA	855	952	621	897	856	865	499	1138	1285	719
Polyb2a000696	NA	131	132	95	117	144	122	63	185	267	155
Polyb2a000714	NA	314	396	211	471	299	402	144	376	409	188
Polyb2a000689	NA	1606	1357	2085	1374	2287	1446	1702	2312	2236	2406
Polyb2a000716	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000681	NA	0	0	2	0	0	0	0	0	0	0
Polyb2a000724	NA	0	0	0	0	0	0	1	0	1	0
Polyb2a000726	NA	10	9	8	10	8	12	3	11	24	6
Polyb2a000723	NA	294	273	187	283	239	204	154	261	434	219
Polyb2a000730	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a000688	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000701	NA	0	0	0	1	0	0	0	0	0	1
Polyb2a000686	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000671	NA	0	7	4	163	11	2404	11	3	3	2
Polyb2a000707	NA	0	1	1	105	3	854	133	2	3	3
Polyb2a000699	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000718	NA	599	269	554	289	632	267	566	728	650	587
Polyb2a000711	NA	0	0	0	0	0	0	1	0	0	0
Polyb2a000676	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000679	NA	170	333	146	416	138	313	142	182	287	144
Polyb2a000675	NA	1210	1597	868	1856	1382	1654	770	1494	2023	1036
Polyb2a000729	NA	0	2	0	0	0	0	0	0	0	0
Polyb2a000725	NA	0	0	1	0	0	0	1	0	0	0
Polyb2a000703	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000690	NA	406	478	304	577	427	465	282	427	556	360
Polyb2a000709	NA	904	871	919	1112	1665	837	1265	1758	1480	1455
Polyb2a000706	NA	267	191	143	184	417	135	68	217	420	156
Polyb2a000680	NA	2	3	4	3	2	4	2	5	1	2
Polyb2a000721	NA	2	2	0	3	0	2	0	3	0	0
Polyb2a000673	NA	564	293	316	379	677	328	174	690	882	302
Polyb2a000700	NA	318	227	177	191	373	191	96	282	506	193
Polyb2a000728	NA	231	127	135	151	247	132	66	200	335	113
Polyb2a000705	NA	154	93	66	93	147	94	36	151	238	76
Polyb2a000695	NA	145	72	108	101	132	74	31	126	209	64
Polyb2a000692	NA	58	110	457	154	345	166	767	360	182	709
Polyb2a000674	NA	68	81	60	89	88	78	44	109	162	75
Polyb2a000685	NA	260	281	148	351	282	244	67	286	412	177
Polyb2a000720	NA	765	946	934	1085	1162	776	782	1212	1221	962
Polyb2a000722	NA	1132	1420	1113	1655	1383	1248	1258	1461	1551	1366
Polyb2a000698	NA	680	984	633	1029	751	907	766	888	906	749
Polyb2a000683	NA	18	54	43	60	20	71	36	45	45	20
