Geneid	gene_name	SRR2954866_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam
Caust.v2_015563	NA	0	0
Caust.v2_015564	NA	0	0
Caust.v2_015565	NA	0	0
Caust.v2_015566	NA	0	0
Caust.v2_015567	NA	0	0
Caust.v2_015568	NA	0	0
Caust.v2_015569	NA	0	0
Caust.v2_015570	NA	0	0
Caust.v2_015571	NA	0	0
Caust.v2_022240	NA	0	0
Caust.v2_021084	NA	0	0
Caust.v2_022415	NA	0	0
Caust.v2_015973	NA	0	0
Caust.v2_015974	NA	0	0
Caust.v2_015975	NA	0	0
Caust.v2_015976	NA	0	0
Caust.v2_015977	NA	0	0
Caust.v2_015978	NA	11	7
Caust.v2_015979	NA	0	2
Caust.v2_015980	NA	0	2
Caust.v2_015981	NA	70	59
Caust.v2_015982	NA	0	0
Caust.v2_015983	NA	0	0
Caust.v2_015984	NA	0	0
Caust.v2_017217	NA	0	0
Caust.v2_017218	NA	1	6
Caust.v2_017219	NA	2	2
Caust.v2_017220	NA	4	5
Caust.v2_017221	NA	0	0
Caust.v2_021756	NA	0	0
Caust.v2_012461	NA	0	1
Caust.v2_012462	NA	0	2
Caust.v2_012463	NA	1473	1498
Caust.v2_012464	NA	163	159
Caust.v2_012465	NA	1911	1992
Caust.v2_012466	NA	0	0
Caust.v2_012467	NA	1	1
Caust.v2_012468	NA	7	14
Caust.v2_012469	NA	0	0
Caust.v2_012470	NA	15	9
Caust.v2_012471	NA	426	425
Caust.v2_012472	NA	29	31
Caust.v2_018384	NA	0	0
Caust.v2_018385	NA	0	1
Caust.v2_018386	NA	0	0
Caust.v2_018387	NA	30	23
Caust.v2_022476	NA	0	0
Caust.v2_010728	NA	0	0
Caust.v2_010729	NA	0	0
Caust.v2_010730	NA	0	0
Caust.v2_010731	NA	1	3
Caust.v2_010732	NA	0	0
Caust.v2_010733	NA	25	20
Caust.v2_010734	NA	7	4
Caust.v2_010735	NA	276	331
Caust.v2_010736	NA	612	700
Caust.v2_010737	NA	8	4
Caust.v2_010738	NA	1	2
Caust.v2_010739	NA	883	917
Caust.v2_010740	NA	0	0
Caust.v2_010741	NA	72	60
Caust.v2_010742	NA	0	0
Caust.v2_010743	NA	239	227
Caust.v2_010744	NA	726	750
Caust.v2_010745	NA	4	2
Caust.v2_010746	NA	4	4
Caust.v2_010747	NA	461	504
Caust.v2_010748	NA	25	39
Caust.v2_010749	NA	2	1
Caust.v2_010750	NA	15	8
Caust.v2_010751	NA	1340	1341
Caust.v2_010752	NA	3	3
Caust.v2_010753	NA	4	4
Caust.v2_010754	NA	4	4
Caust.v2_022359	NA	0	2
Caust.v2_019468	NA	4	3
Caust.v2_019469	NA	0	0
Caust.v2_019470	NA	1	0
Caust.v2_022678	NA	0	1
Caust.v2_021735	NA	0	0
Caust.v2_022614	NA	0	0
Caust.v2_022518	NA	0	0
Caust.v2_022615	NA	0	0
Caust.v2_019771	NA	0	0
Caust.v2_019772	NA	0	0
Caust.v2_020243	NA	0	0
Caust.v2_020244	NA	0	0
Caust.v2_020472	NA	0	0
Caust.v2_021889	NA	0	0
Caust.v2_019456	NA	0	0
Caust.v2_019457	NA	5	0
Caust.v2_019458	NA	0	0
Caust.v2_021524	NA	0	0
Caust.v2_020594	NA	0	0
Caust.v2_020595	NA	0	0
Caust.v2_022029	NA	0	0
Caust.v2_011651	NA	0	0
Caust.v2_011652	NA	0	0
Caust.v2_011653	NA	3	0
Caust.v2_011654	NA	6	4
Caust.v2_011655	NA	0	1
Caust.v2_011656	NA	0	2
Caust.v2_011657	NA	503	519
Caust.v2_011658	NA	244	241
Caust.v2_011659	NA	13	18
Caust.v2_011660	NA	25	33
Caust.v2_011661	NA	11	12
Caust.v2_011662	NA	3	1
Caust.v2_011663	NA	318	308
Caust.v2_011664	NA	0	0
Caust.v2_011665	NA	3	4
Caust.v2_011666	NA	2411	2478
Caust.v2_011667	NA	600	620
Caust.v2_011668	NA	13	9
Caust.v2_011669	NA	0	0
Caust.v2_011670	NA	4	5
Caust.v2_011671	NA	0	0
Caust.v2_011672	NA	0	0
Caust.v2_020440	NA	0	0
Caust.v2_021559	NA	0	0
Caust.v2_005744	NA	313	314
Caust.v2_005745	NA	267	252
Caust.v2_005746	NA	286	252
Caust.v2_005747	NA	29	43
Caust.v2_005748	NA	65	61
Caust.v2_005749	NA	44	44
Caust.v2_005750	NA	0	1
Caust.v2_005751	NA	1	0
Caust.v2_005752	NA	155	158
Caust.v2_005753	NA	16	10
Caust.v2_005754	NA	126	149
Caust.v2_005755	NA	3	0
Caust.v2_005756	NA	90	88
Caust.v2_005757	NA	2	4
Caust.v2_005758	NA	3	3
Caust.v2_005759	NA	1	3
Caust.v2_005760	NA	2	3
Caust.v2_005761	NA	454	478
Caust.v2_005762	NA	41	52
Caust.v2_005763	NA	5	0
Caust.v2_005764	NA	0	1
Caust.v2_005765	NA	84	98
Caust.v2_005766	NA	7	6
Caust.v2_005767	NA	0	0
Caust.v2_005768	NA	3352	3388
Caust.v2_005769	NA	2	2
Caust.v2_005770	NA	54	66
Caust.v2_005771	NA	1	3
Caust.v2_005772	NA	1	0
Caust.v2_005773	NA	0	0
Caust.v2_005774	NA	296	323
Caust.v2_005775	NA	857	887
Caust.v2_005776	NA	4	5
Caust.v2_005777	NA	3	4
Caust.v2_005778	NA	189	196
Caust.v2_005779	NA	6	6
Caust.v2_005780	NA	2	3
Caust.v2_005781	NA	1	0
Caust.v2_005782	NA	2	2
Caust.v2_005783	NA	43	47
Caust.v2_005784	NA	0	1
Caust.v2_005785	NA	0	0
Caust.v2_005786	NA	2	0
Caust.v2_005787	NA	0	0
Caust.v2_005788	NA	0	0
Caust.v2_005789	NA	0	0
Caust.v2_020628	NA	0	0
Caust.v2_020629	NA	0	0
Caust.v2_021256	NA	0	0
Caust.v2_021923	NA	0	1
Caust.v2_021065	NA	0	0
Caust.v2_021066	NA	0	0
Caust.v2_022619	NA	0	0
Caust.v2_016559	NA	1	0
Caust.v2_016560	NA	1	0
Caust.v2_016561	NA	0	2
Caust.v2_016562	NA	2	5
Caust.v2_016563	NA	0	1
Caust.v2_016564	NA	4	2
Caust.v2_021239	NA	0	0
Caust.v2_019746	NA	0	0
Caust.v2_019747	NA	0	0
Caust.v2_018656	NA	0	0
Caust.v2_018657	NA	0	0
Caust.v2_018658	NA	0	0
Caust.v2_018659	NA	0	0
Caust.v2_021615	NA	0	0
Caust.v2_014509	NA	0	0
Caust.v2_014510	NA	0	0
Caust.v2_014511	NA	0	0
Caust.v2_014512	NA	0	0
Caust.v2_014513	NA	0	0
Caust.v2_014514	NA	0	0
Caust.v2_014515	NA	0	1
Caust.v2_014516	NA	1	1
Caust.v2_014517	NA	0	0
Caust.v2_014518	NA	3	4
Caust.v2_014519	NA	0	5
Caust.v2_014520	NA	0	0
Caust.v2_014521	NA	0	0
Caust.v2_022386	NA	0	0
Caust.v2_021271	NA	0	0
Caust.v2_021272	NA	0	0
Caust.v2_021520	NA	0	0
Caust.v2_022410	NA	0	0
Caust.v2_021483	NA	0	0
Caust.v2_021237	NA	0	0
Caust.v2_018883	NA	0	0
Caust.v2_018884	NA	0	0
Caust.v2_018885	NA	0	0
Caust.v2_018886	NA	0	0
Caust.v2_022490	NA	0	0
Caust.v2_021263	NA	0	0
Caust.v2_017202	NA	5	9
Caust.v2_017203	NA	0	0
Caust.v2_017204	NA	36	26
Caust.v2_017205	NA	1	3
Caust.v2_020330	NA	2	0
Caust.v2_020331	NA	0	0
Caust.v2_018618	NA	0	0
Caust.v2_018619	NA	0	0
Caust.v2_018620	NA	0	0
Caust.v2_018621	NA	0	0
Caust.v2_022293	NA	0	0
Caust.v2_020262	NA	0	0
Caust.v2_020263	NA	0	0
Caust.v2_017253	NA	0	0
Caust.v2_017254	NA	0	0
Caust.v2_017255	NA	1	0
Caust.v2_017256	NA	0	0
Caust.v2_017257	NA	0	0
Caust.v2_017258	NA	0	0
Caust.v2_017259	NA	0	0
Caust.v2_017260	NA	1	0
Caust.v2_021169	NA	0	0
Caust.v2_014958	NA	2	3
Caust.v2_014959	NA	165	166
Caust.v2_014960	NA	72	55
Caust.v2_014961	NA	0	1
Caust.v2_014962	NA	3	9
Caust.v2_014963	NA	5	2
Caust.v2_014964	NA	7	7
Caust.v2_014965	NA	0	0
Caust.v2_014966	NA	1	0
Caust.v2_014967	NA	1	3
Caust.v2_018252	NA	0	0
Caust.v2_018253	NA	0	0
Caust.v2_018254	NA	0	0
Caust.v2_018255	NA	0	0
Caust.v2_018256	NA	0	0
Caust.v2_018878	NA	0	0
Caust.v2_018879	NA	0	1
Caust.v2_018880	NA	0	0
Caust.v2_021209	NA	0	0
Caust.v2_021210	NA	0	0
Caust.v2_016904	NA	0	0
Caust.v2_016905	NA	0	0
Caust.v2_016906	NA	0	0
Caust.v2_016907	NA	0	0
Caust.v2_016908	NA	0	0
Caust.v2_016909	NA	0	0
Caust.v2_016910	NA	0	0
Caust.v2_016911	NA	0	0
Caust.v2_016912	NA	0	0
Caust.v2_016913	NA	0	0
Caust.v2_022018	NA	0	0
Caust.v2_016500	NA	0	0
Caust.v2_016501	NA	0	0
Caust.v2_016502	NA	0	0
Caust.v2_016503	NA	0	0
Caust.v2_016504	NA	0	0
Caust.v2_016505	NA	0	0
Caust.v2_016506	NA	0	0
Caust.v2_017825	NA	0	2
Caust.v2_020295	NA	0	0
Caust.v2_020296	NA	0	0
Caust.v2_011268	NA	0	0
Caust.v2_011269	NA	0	1
Caust.v2_011270	NA	0	0
Caust.v2_011271	NA	0	0
Caust.v2_011272	NA	0	0
Caust.v2_011273	NA	0	0
Caust.v2_011274	NA	11	11
Caust.v2_011275	NA	0	0
Caust.v2_011276	NA	822	860
Caust.v2_011277	NA	322	390
Caust.v2_011278	NA	34	42
Caust.v2_011279	NA	0	0
Caust.v2_011280	NA	11	15
Caust.v2_011281	NA	4	1
Caust.v2_011282	NA	7	2
Caust.v2_011283	NA	2	1
Caust.v2_011284	NA	39	37
Caust.v2_011285	NA	7	10
Caust.v2_011286	NA	2360	2386
Caust.v2_011287	NA	17	26
Caust.v2_011288	NA	0	0
Caust.v2_011289	NA	2	4
Caust.v2_011290	NA	358	332
Caust.v2_011291	NA	2096	2164
Caust.v2_022106	NA	0	1
Caust.v2_020383	NA	0	0
Caust.v2_020384	NA	0	0
Caust.v2_018565	NA	0	0
Caust.v2_018566	NA	1	0
Caust.v2_018567	NA	0	0
Caust.v2_004315	NA	0	0
Caust.v2_004316	NA	0	0
Caust.v2_004317	NA	12	21
Caust.v2_004318	NA	25	22
Caust.v2_004319	NA	2	0
Caust.v2_004320	NA	0	0
Caust.v2_004321	NA	0	1
Caust.v2_004322	NA	1	0
Caust.v2_004323	NA	0	0
Caust.v2_004324	NA	0	0
Caust.v2_004325	NA	0	0
Caust.v2_004326	NA	0	0
Caust.v2_004327	NA	0	0
Caust.v2_004328	NA	0	2
Caust.v2_004329	NA	0	1
Caust.v2_004330	NA	201	208
Caust.v2_004331	NA	13	12
Caust.v2_004332	NA	0	1
Caust.v2_004333	NA	0	0
Caust.v2_004334	NA	197	211
Caust.v2_004335	NA	0	0
Caust.v2_004336	NA	394	415
Caust.v2_004337	NA	150	149
Caust.v2_004338	NA	1	2
Caust.v2_004339	NA	69	58
Caust.v2_004340	NA	2	3
Caust.v2_004341	NA	42	63
Caust.v2_004342	NA	366	394
Caust.v2_004343	NA	2	3
Caust.v2_004344	NA	21	26
Caust.v2_004345	NA	23	31
Caust.v2_004346	NA	2	1
Caust.v2_004347	NA	0	0
Caust.v2_004348	NA	8	10
Caust.v2_004349	NA	0	0
Caust.v2_004350	NA	10	7
Caust.v2_004351	NA	357	333
Caust.v2_004352	NA	5	16
Caust.v2_004353	NA	4	3
Caust.v2_004354	NA	745	774
Caust.v2_004355	NA	132	138
Caust.v2_004356	NA	11	8
Caust.v2_004357	NA	1	0
Caust.v2_004358	NA	1	1
Caust.v2_004359	NA	0	0
Caust.v2_004360	NA	0	0
Caust.v2_004361	NA	0	0
Caust.v2_004362	NA	0	0
Caust.v2_004363	NA	175	190
Caust.v2_004364	NA	3	6
Caust.v2_004365	NA	45	33
Caust.v2_004366	NA	2	0
Caust.v2_004367	NA	0	0
Caust.v2_004368	NA	3	4
Caust.v2_004369	NA	698	744
Caust.v2_004370	NA	3	3
Caust.v2_004371	NA	2	6
Caust.v2_004372	NA	0	2
Caust.v2_004373	NA	194	189
Caust.v2_004374	NA	1555	1597
Caust.v2_004375	NA	1	0
Caust.v2_004376	NA	0	1
Caust.v2_004377	NA	574	634
Caust.v2_004378	NA	4	0
Caust.v2_004379	NA	0	0
Caust.v2_004380	NA	0	0
Caust.v2_004381	NA	0	3
Caust.v2_004382	NA	0	0
Caust.v2_004383	NA	12	15
Caust.v2_004384	NA	0	0
Caust.v2_004385	NA	0	0
Caust.v2_004386	NA	0	0
Caust.v2_004387	NA	0	0
Caust.v2_004388	NA	1	1
Caust.v2_004389	NA	0	0
Caust.v2_021983	NA	0	0
Caust.v2_017664	NA	0	0
Caust.v2_017665	NA	2	3
Caust.v2_017666	NA	0	1
Caust.v2_017667	NA	238	251
Caust.v2_017668	NA	29	37
Caust.v2_017426	NA	0	0
Caust.v2_017427	NA	2	3
Caust.v2_017428	NA	1595	1667
Caust.v2_017429	NA	6	3
Caust.v2_017430	NA	19	28
Caust.v2_021963	NA	0	0
Caust.v2_022624	NA	0	0
Caust.v2_019963	NA	0	0
Caust.v2_019964	NA	17	18
Caust.v2_010429	NA	0	0
Caust.v2_010430	NA	0	0
Caust.v2_010431	NA	0	0
Caust.v2_010432	NA	1	0
Caust.v2_010433	NA	0	1
Caust.v2_010434	NA	0	0
Caust.v2_010435	NA	0	0
Caust.v2_010436	NA	2	3
Caust.v2_010437	NA	3	2
Caust.v2_010438	NA	0	1
Caust.v2_010439	NA	220	231
Caust.v2_010440	NA	1	1
Caust.v2_010441	NA	774	902
Caust.v2_010442	NA	1	4
Caust.v2_010443	NA	0	0
Caust.v2_010444	NA	1	0
Caust.v2_010445	NA	0	0
Caust.v2_010446	NA	0	0
Caust.v2_010447	NA	0	0
Caust.v2_010448	NA	0	0
Caust.v2_010449	NA	0	0
Caust.v2_010450	NA	0	0
Caust.v2_010451	NA	0	0
Caust.v2_010452	NA	0	0
Caust.v2_010453	NA	0	0
Caust.v2_013776	NA	0	0
Caust.v2_013777	NA	0	0
Caust.v2_013778	NA	0	0
Caust.v2_013779	NA	0	0
Caust.v2_013780	NA	0	1
Caust.v2_013781	NA	73	84
Caust.v2_013782	NA	22	20
Caust.v2_013783	NA	134	115
Caust.v2_013784	NA	103	85
Caust.v2_013785	NA	0	0
Caust.v2_013786	NA	3	4
Caust.v2_013787	NA	529	561
Caust.v2_013788	NA	0	0
Caust.v2_013789	NA	0	0
Caust.v2_015684	NA	1	1
Caust.v2_015685	NA	0	0
Caust.v2_015686	NA	4	2
Caust.v2_015687	NA	0	0
Caust.v2_015688	NA	0	0
Caust.v2_015689	NA	0	0
Caust.v2_015690	NA	0	1
Caust.v2_015691	NA	0	0
Caust.v2_021561	NA	93	88
Caust.v2_021175	NA	0	0
Caust.v2_022515	NA	0	0
Caust.v2_018936	NA	0	0
Caust.v2_018937	NA	0	0
Caust.v2_020432	NA	0	0
Caust.v2_020433	NA	0	0
Caust.v2_021297	NA	0	0
Caust.v2_021457	NA	0	0
Caust.v2_021458	NA	0	0
Caust.v2_013090	NA	0	0
Caust.v2_013091	NA	0	0
Caust.v2_013092	NA	0	0
Caust.v2_013093	NA	0	0
Caust.v2_013094	NA	0	0
Caust.v2_013095	NA	0	0
Caust.v2_013096	NA	0	0
Caust.v2_013097	NA	0	0
Caust.v2_013098	NA	0	0
Caust.v2_013099	NA	0	0
Caust.v2_013100	NA	409	419
Caust.v2_013101	NA	1	1
Caust.v2_013102	NA	6	10
Caust.v2_013103	NA	0	1
Caust.v2_013104	NA	0	0
Caust.v2_021450	NA	0	0
Caust.v2_020822	NA	0	0
Caust.v2_022665	NA	0	0
Caust.v2_022735	NA	0	0
Caust.v2_022407	NA	0	0
Caust.v2_020332	NA	0	0
Caust.v2_020333	NA	0	0
Caust.v2_022580	NA	0	0
Caust.v2_022171	NA	0	0
Caust.v2_021555	NA	0	0
Caust.v2_021556	NA	0	0
Caust.v2_021329	NA	0	0
Caust.v2_021198	NA	0	0
Caust.v2_017901	NA	0	0
Caust.v2_017902	NA	0	0
Caust.v2_017903	NA	0	0
Caust.v2_017904	NA	0	0
Caust.v2_017905	NA	0	0
Caust.v2_017906	NA	1	0
Caust.v2_020716	NA	0	0
Caust.v2_020717	NA	0	0
Caust.v2_021211	NA	0	1
Caust.v2_020794	NA	0	0
Caust.v2_020795	NA	0	1
Caust.v2_022084	NA	0	0
Caust.v2_020894	NA	0	0
Caust.v2_021729	NA	0	0
Caust.v2_013735	NA	3	7
Caust.v2_013736	NA	0	0
Caust.v2_013737	NA	1	3
Caust.v2_013738	NA	0	0
Caust.v2_013739	NA	343	349
Caust.v2_013740	NA	1	0
Caust.v2_013741	NA	1	0
Caust.v2_013742	NA	15	25
Caust.v2_013743	NA	1	0
Caust.v2_013744	NA	466	472
Caust.v2_013745	NA	1163	1184
Caust.v2_020978	NA	0	0
Caust.v2_017111	NA	0	0
Caust.v2_017112	NA	0	0
Caust.v2_017113	NA	0	0
Caust.v2_017114	NA	0	0
Caust.v2_017115	NA	0	0
Caust.v2_017116	NA	0	0
Caust.v2_021538	NA	0	0
Caust.v2_012098	NA	0	0
Caust.v2_012099	NA	0	0
Caust.v2_012100	NA	139	167
Caust.v2_012101	NA	0	0
Caust.v2_012102	NA	3	4
Caust.v2_012103	NA	0	0
Caust.v2_012104	NA	0	0
Caust.v2_012105	NA	14	13
Caust.v2_012106	NA	0	1
Caust.v2_012107	NA	1	1
Caust.v2_012108	NA	1161	1193
Caust.v2_012109	NA	13	8
Caust.v2_012110	NA	3	2
Caust.v2_012111	NA	0	0
Caust.v2_012112	NA	0	0
Caust.v2_012113	NA	0	0
Caust.v2_012114	NA	0	0
Caust.v2_012115	NA	0	0
Caust.v2_010132	NA	0	0
Caust.v2_010133	NA	0	0
Caust.v2_010134	NA	6	5
Caust.v2_010135	NA	0	0
Caust.v2_010136	NA	0	0
Caust.v2_010137	NA	0	1
Caust.v2_010138	NA	1	1
Caust.v2_010139	NA	0	0
Caust.v2_010140	NA	2785	2901
Caust.v2_010141	NA	4	10
Caust.v2_010142	NA	7	2
Caust.v2_010143	NA	0	0
Caust.v2_010144	NA	554	669
Caust.v2_010145	NA	1	1
Caust.v2_010146	NA	0	0
Caust.v2_010147	NA	12	9
Caust.v2_010148	NA	0	0
Caust.v2_010149	NA	0	1
Caust.v2_010150	NA	65	61
Caust.v2_010151	NA	1	1
Caust.v2_010152	NA	2	1
Caust.v2_010153	NA	0	0
Caust.v2_010154	NA	0	0
Caust.v2_010155	NA	10	10
Caust.v2_010156	NA	1	0
Caust.v2_010157	NA	0	1
Caust.v2_010158	NA	0	0
Caust.v2_010159	NA	0	0
Caust.v2_010160	NA	0	0
Caust.v2_010161	NA	0	0
Caust.v2_010162	NA	0	0
Caust.v2_010163	NA	0	0
Caust.v2_010164	NA	0	0
Caust.v2_010165	NA	0	0
Caust.v2_010166	NA	0	0
Caust.v2_010167	NA	0	0
Caust.v2_010168	NA	0	0
Caust.v2_010169	NA	0	0
Caust.v2_010170	NA	0	0
Caust.v2_010171	NA	0	0
Caust.v2_010172	NA	0	0
Caust.v2_010173	NA	0	0
Caust.v2_010174	NA	0	0
Caust.v2_010175	NA	0	0
Caust.v2_010176	NA	0	0
Caust.v2_010177	NA	0	0
Caust.v2_022367	NA	0	0
Caust.v2_017329	NA	1	1
Caust.v2_017330	NA	0	0
Caust.v2_017331	NA	0	0
Caust.v2_017332	NA	0	0
Caust.v2_017333	NA	0	0
Caust.v2_017334	NA	0	0
Caust.v2_017335	NA	0	0
Caust.v2_017676	NA	0	0
Caust.v2_017677	NA	0	0
Caust.v2_017678	NA	0	0
Caust.v2_017679	NA	0	0
Caust.v2_017680	NA	0	1
Caust.v2_021441	NA	0	0
Caust.v2_021134	NA	1	0
Caust.v2_019673	NA	0	0
Caust.v2_019674	NA	0	0
Caust.v2_022122	NA	0	0
Caust.v2_022541	NA	0	0
Caust.v2_020082	NA	0	0
Caust.v2_020083	NA	0	0
Caust.v2_018767	NA	0	0
Caust.v2_018768	NA	0	0
Caust.v2_018769	NA	1	0
Caust.v2_009772	NA	0	0
Caust.v2_009773	NA	0	0
Caust.v2_009774	NA	0	0
Caust.v2_009775	NA	0	0
Caust.v2_009776	NA	0	0
Caust.v2_009777	NA	0	0
Caust.v2_009778	NA	5	3
Caust.v2_009779	NA	1	2
Caust.v2_009780	NA	40	41
Caust.v2_009781	NA	27	27
Caust.v2_009782	NA	206	194
Caust.v2_009783	NA	190	199
Caust.v2_009784	NA	0	1
Caust.v2_009785	NA	21	16
Caust.v2_009786	NA	1	0
Caust.v2_009787	NA	21	17
Caust.v2_009788	NA	6	4
Caust.v2_009789	NA	1	0
Caust.v2_009790	NA	2	3
Caust.v2_009791	NA	593	552
Caust.v2_009792	NA	1076	1113
Caust.v2_009793	NA	2	4
Caust.v2_009794	NA	3	2
Caust.v2_009795	NA	0	1
Caust.v2_009796	NA	1	0
Caust.v2_009797	NA	0	0
Caust.v2_009798	NA	6	6
Caust.v2_009799	NA	0	0
Caust.v2_009800	NA	0	0
Caust.v2_009801	NA	1	0
Caust.v2_009802	NA	0	0
Caust.v2_009803	NA	58	51
Caust.v2_009804	NA	0	0
Caust.v2_009805	NA	0	0
Caust.v2_009806	NA	0	3
Caust.v2_009807	NA	53	37
Caust.v2_009808	NA	0	1
Caust.v2_009809	NA	0	0
Caust.v2_020763	NA	0	0
Caust.v2_020764	NA	0	0
Caust.v2_021973	NA	0	0
Caust.v2_022002	NA	0	0
Caust.v2_015317	NA	0	0
Caust.v2_015318	NA	0	0
Caust.v2_015319	NA	0	0
Caust.v2_015320	NA	0	0
Caust.v2_015321	NA	0	0
Caust.v2_015322	NA	0	0
Caust.v2_015323	NA	0	0
Caust.v2_015324	NA	1	0
Caust.v2_015325	NA	0	0
Caust.v2_015326	NA	0	0
Caust.v2_015327	NA	2	0
Caust.v2_015328	NA	0	0
Caust.v2_015329	NA	0	0
Caust.v2_015330	NA	0	0
Caust.v2_015331	NA	0	0
Caust.v2_015332	NA	0	0
Caust.v2_015333	NA	1	3
Caust.v2_015334	NA	0	0
Caust.v2_015335	NA	1	0
Caust.v2_019324	NA	0	0
Caust.v2_019325	NA	0	0
Caust.v2_020752	NA	658	667
Caust.v2_022540	NA	0	0
Caust.v2_017938	NA	0	0
Caust.v2_017939	NA	0	0
Caust.v2_017940	NA	0	0
Caust.v2_021570	NA	0	0
Caust.v2_020013	NA	0	0
Caust.v2_020014	NA	5	5
Caust.v2_009950	NA	10	8
Caust.v2_009951	NA	4	5
Caust.v2_009952	NA	2	3
Caust.v2_009953	NA	5	5
Caust.v2_009954	NA	128	135
Caust.v2_009955	NA	703	650
Caust.v2_009956	NA	1	3
Caust.v2_009957	NA	0	1
Caust.v2_009958	NA	10	18
Caust.v2_009959	NA	796	825
Caust.v2_009960	NA	14	12
Caust.v2_009961	NA	463	468
Caust.v2_009962	NA	1193	1256
Caust.v2_009963	NA	19	22
Caust.v2_009964	NA	10	10
Caust.v2_009965	NA	0	1
Caust.v2_009966	NA	1	0
Caust.v2_009967	NA	0	0
Caust.v2_009968	NA	0	0
Caust.v2_009969	NA	0	0
Caust.v2_009970	NA	0	0
Caust.v2_009971	NA	77	80
Caust.v2_009972	NA	130	121
Caust.v2_009973	NA	0	0
Caust.v2_009974	NA	0	1
Caust.v2_009975	NA	2	3
Caust.v2_009976	NA	0	0
Caust.v2_009977	NA	0	0
Caust.v2_021551	NA	0	0
Caust.v2_022345	NA	0	0
Caust.v2_019635	NA	0	0
Caust.v2_019636	NA	1	1
Caust.v2_022206	NA	0	0
Caust.v2_021728	NA	0	0
Caust.v2_020844	NA	0	0
Caust.v2_020845	NA	0	0
Caust.v2_020067	NA	0	0
Caust.v2_006433	NA	0	0
Caust.v2_006434	NA	0	0
Caust.v2_006435	NA	0	0
Caust.v2_006436	NA	0	0
Caust.v2_006437	NA	432	451
Caust.v2_006438	NA	476	505
Caust.v2_006439	NA	2221	2336
Caust.v2_006440	NA	51	33
Caust.v2_006441	NA	9	11
Caust.v2_006442	NA	88	91
Caust.v2_006443	NA	3	7
Caust.v2_006444	NA	1	2
Caust.v2_006445	NA	178	209
Caust.v2_006446	NA	314	340
Caust.v2_006448	NA	115	105
Caust.v2_006447	NA	7	5
Caust.v2_006449	NA	15	13
Caust.v2_006450	NA	3	5
Caust.v2_006451	NA	11	13
Caust.v2_006452	NA	1	2
Caust.v2_006453	NA	0	3
Caust.v2_006454	NA	1	5
Caust.v2_006455	NA	3	4
Caust.v2_006456	NA	143	142
Caust.v2_006457	NA	3	2
Caust.v2_006458	NA	232	228
Caust.v2_006459	NA	164	155
Caust.v2_006460	NA	245	255
Caust.v2_006461	NA	6	6
Caust.v2_006462	NA	2	1
Caust.v2_006463	NA	6	5
Caust.v2_006464	NA	2	1
Caust.v2_006465	NA	556	630
Caust.v2_006466	NA	591	604
Caust.v2_006467	NA	1	1
Caust.v2_006468	NA	0	1
Caust.v2_006469	NA	4	5
Caust.v2_020101	NA	0	0
Caust.v2_020102	NA	0	0
Caust.v2_020534	NA	0	0
Caust.v2_020535	NA	0	0
Caust.v2_022729	NA	0	0
Caust.v2_013135	NA	0	0
Caust.v2_013136	NA	0	0
Caust.v2_013137	NA	0	0
Caust.v2_013138	NA	0	0
Caust.v2_013139	NA	0	0
Caust.v2_013140	NA	0	0
Caust.v2_013141	NA	1	3
Caust.v2_013142	NA	1	0
Caust.v2_013143	NA	8	3
Caust.v2_013144	NA	1	0
Caust.v2_013145	NA	0	0
Caust.v2_013146	NA	0	0
Caust.v2_013147	NA	0	0
Caust.v2_013148	NA	0	0
Caust.v2_013149	NA	0	0
Caust.v2_013150	NA	0	0
Caust.v2_013151	NA	4	1
Caust.v2_013152	NA	0	0
Caust.v2_013153	NA	0	0
Caust.v2_013154	NA	0	0
Caust.v2_019199	NA	0	1
Caust.v2_019200	NA	0	0
Caust.v2_019201	NA	1	0
Caust.v2_018529	NA	0	0
Caust.v2_018530	NA	0	0
Caust.v2_018531	NA	0	0
Caust.v2_021936	NA	0	0
Caust.v2_021505	NA	0	0
Caust.v2_021506	NA	0	0
Caust.v2_022000	NA	0	0
Caust.v2_014029	NA	0	0
Caust.v2_014030	NA	21	20
Caust.v2_014031	NA	27	15
Caust.v2_014032	NA	1	1
Caust.v2_014033	NA	0	0
Caust.v2_014034	NA	0	0
Caust.v2_014035	NA	0	4
Caust.v2_014036	NA	0	1
Caust.v2_014037	NA	0	0
Caust.v2_014038	NA	0	0
Caust.v2_014039	NA	0	0
Caust.v2_014040	NA	0	0
Caust.v2_014041	NA	0	0
Caust.v2_014042	NA	0	0
Caust.v2_014043	NA	0	0
Caust.v2_014044	NA	0	0
Caust.v2_014045	NA	0	0
Caust.v2_006793	NA	0	0
Caust.v2_006794	NA	0	0
Caust.v2_006795	NA	25	29
Caust.v2_006796	NA	0	0
Caust.v2_006797	NA	2	0
Caust.v2_006798	NA	129	109
Caust.v2_006799	NA	10	2
Caust.v2_006800	NA	12	16
Caust.v2_006801	NA	9	5
Caust.v2_006802	NA	9	6
Caust.v2_006803	NA	297	336
Caust.v2_006804	NA	3	2
Caust.v2_006805	NA	4	1
Caust.v2_006806	NA	796	858
Caust.v2_006807	NA	2	0
Caust.v2_006808	NA	7	11
Caust.v2_006809	NA	3	0
Caust.v2_006810	NA	1000	1021
Caust.v2_006811	NA	922	859
