Geneid	gene_name	SRR2916631_1Aligned.sortedByCoord.out.bam	SRR2917152_1Aligned.sortedByCoord.out.bam	SRR2916652_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam	SRR2916026_1Aligned.sortedByCoord.out.bam	SRR2916025_1Aligned.sortedByCoord.out.bam	SRR2916647_1Aligned.sortedByCoord.out.bam	SRR2916699_1Aligned.sortedByCoord.out.bam	SRR2917198_1Aligned.sortedByCoord.out.bam	SRR2916637_1Aligned.sortedByCoord.out.bam	SRR2916648_1Aligned.sortedByCoord.out.bam	SRR2916653_1Aligned.sortedByCoord.out.bam
Caust.v2_005529	NA	55	57	30	8	44	35	90	30	50	43	91	69
Caust.v2_005530	NA	1	3	2	0	3	3	8	2	2	3	2	5
Caust.v2_005531	NA	49	52	26	9	40	18	73	43	45	38	85	68
Caust.v2_005532	NA	1220	1453	746	398	999	641	1315	684	1190	1029	1346	1167
Caust.v2_005533	NA	0	0	0	0	0	0	0	0	0	1	1	0
Caust.v2_005534	NA	1	2	0	0	0	0	2	0	1	0	3	1
Caust.v2_005535	NA	8	0	1	0	2	0	5	0	4	6	7	3
Caust.v2_005536	NA	8	4	8	3	10	4	6	3	5	5	7	12
Caust.v2_005537	NA	732	620	433	296	546	377	665	330	585	574	833	748
Caust.v2_005538	NA	1216	1055	863	562	1204	691	1250	643	1100	937	1762	1490
Caust.v2_005539	NA	1623	1338	1238	819	1641	1004	1647	835	1253	1299	1995	2040
Caust.v2_005540	NA	2	0	2	0	2	0	0	0	0	1	2	2
Caust.v2_005541	NA	12	7	7	7	12	4	10	9	13	11	12	18
Caust.v2_005542	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_005543	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005544	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005545	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005546	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005547	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005548	NA	0	0	0	0	0	0	0	0	0	2	0	0
Caust.v2_005549	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005550	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005551	NA	531	516	319	210	543	334	594	291	469	429	840	592
Caust.v2_005552	NA	333	326	189	235	341	209	269	181	240	357	471	413
Caust.v2_005553	NA	43	66	31	22	40	25	60	33	39	52	74	70
Caust.v2_005554	NA	1284	1144	1117	752	1592	919	1434	675	1047	1083	2224	1666
Caust.v2_005555	NA	385	361	374	204	501	288	398	246	363	325	606	508
Caust.v2_005557	NA	787	887	531	468	712	438	709	453	619	646	834	813
Caust.v2_005556	NA	5589	5582	3769	2433	5534	3501	6327	3250	4975	4716	7442	6269
Caust.v2_005558	NA	6	1	5	5	4	0	5	2	1	0	9	2
Caust.v2_005559	NA	1	1	2	2	7	5	10	1	3	3	19	8
Caust.v2_005560	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_005561	NA	4	3	2	3	11	2	13	2	2	1	17	7
Caust.v2_005562	NA	1	1	0	0	2	0	2	0	0	1	1	2
Caust.v2_005563	NA	2	1	0	1	4	1	6	0	0	0	2	4
Caust.v2_005564	NA	17	17	13	6	16	9	23	14	14	19	26	26
Caust.v2_005565	NA	2096	1478	1200	931	1862	1039	1600	904	1434	1573	2520	2118
Caust.v2_005566	NA	3	2	3	3	7	5	0	2	4	4	6	2
Caust.v2_005567	NA	269	89	53	52	132	102	108	86	102	168	90	83
Caust.v2_005568	NA	1	0	0	0	1	0	0	1	0	0	2	1
Caust.v2_005569	NA	30	28	22	3	18	9	10	8	15	29	20	24
Caust.v2_005570	NA	43	16	24	27	38	19	51	18	31	28	69	58
Caust.v2_005571	NA	2	0	4	3	6	5	17	4	10	19	11	12
Caust.v2_005572	NA	1	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_005573	NA	2561	2139	1761	1368	2406	1518	2139	1232	1998	1995	3040	2829
Caust.v2_005574	NA	11	14	8	7	9	8	13	7	10	7	16	11
Caust.v2_005575	NA	1645	1620	1193	545	1633	1090	2124	880	1498	1347	2774	2379
Caust.v2_019804	NA	0	4	2	1	2	1	6	3	0	1	2	3
Caust.v2_019805	NA	390	782	314	333	897	330	381	400	267	228	669	575
Caust.v2_010264	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010265	NA	1	2	0	0	1	0	1	2	3	3	1	1
Caust.v2_010266	NA	922	861	575	436	831	526	765	508	718	785	1109	998
Caust.v2_010267	NA	3	9	0	4	4	0	16	7	5	3	3	10
Caust.v2_010268	NA	1974	2861	1081	711	1396	1030	2646	1619	2460	2149	2030	1855
Caust.v2_010269	NA	542	460	344	160	454	323	549	209	409	455	674	605
Caust.v2_010270	NA	0	0	0	0	1	0	0	0	0	0	3	1
Caust.v2_010271	NA	4092	3872	3536	2395	4386	2954	4283	2094	3383	3214	5738	5346
Caust.v2_010272	NA	40	41	26	12	49	32	88	24	56	42	95	94
Caust.v2_010273	NA	1	1	0	0	0	0	0	0	0	2	0	0
Caust.v2_010274	NA	180	922	6	69	11	5	311	449	550	331	9	5
Caust.v2_010275	NA	0	0	0	0	0	0	0	0	0	2	3	1
Caust.v2_010276	NA	112	110	75	48	110	54	141	81	86	82	162	188
Caust.v2_010277	NA	0	0	2	0	0	0	0	2	0	0	2	0
Caust.v2_010278	NA	6	4	3	1	0	1	1	2	3	7	2	5
Caust.v2_010279	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010280	NA	0	1	0	0	1	1	3	0	1	1	1	3
Caust.v2_010281	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010282	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_010283	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010284	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010285	NA	9	9	7	3	7	10	19	6	9	12	33	21
Caust.v2_010286	NA	1	1	0	0	0	0	0	0	0	0	1	1
Caust.v2_010287	NA	0	0	2	0	0	0	0	0	0	1	0	0
Caust.v2_010288	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010289	NA	38	50	32	15	53	27	68	23	40	32	90	72
Caust.v2_010290	NA	14	9	7	1	5	3	9	5	8	7	28	11
Caust.v2_010291	NA	1	0	0	1	0	0	0	0	0	1	0	0
Caust.v2_010292	NA	122	123	124	47	119	80	170	73	115	107	193	166
Caust.v2_010293	NA	147	150	123	60	155	114	192	96	124	129	216	205
Caust.v2_010294	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010295	NA	1	0	0	0	0	0	1	0	3	0	0	0
Caust.v2_022564	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019017	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019018	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019019	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019020	NA	4	0	0	0	2	2	0	2	0	1	1	0
Caust.v2_014871	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014872	NA	28	30	27	15	51	16	23	5	29	26	65	54
Caust.v2_014873	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014874	NA	1	0	0	0	0	0	0	0	2	1	0	0
Caust.v2_014875	NA	5	6	1	0	10	1	12	5	5	5	24	11
Caust.v2_014876	NA	0	0	0	0	0	0	1	0	0	0	1	1
Caust.v2_014877	NA	4	7	1	1	6	7	10	3	8	3	21	9
Caust.v2_014878	NA	0	0	0	0	0	0	1	0	2	0	2	0
Caust.v2_014879	NA	8	12	9	1	7	5	12	6	14	4	24	14
Caust.v2_014880	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_014881	NA	2	0	0	0	2	0	1	1	0	0	4	2
Caust.v2_014882	NA	164	221	108	88	114	118	186	130	157	165	214	179
Caust.v2_014883	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016398	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016399	NA	1	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_016400	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016401	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016402	NA	0	0	0	0	0	0	0	0	0	1	0	1
Caust.v2_016403	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_016404	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016405	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016406	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016407	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018235	NA	1	1	1	0	0	0	0	0	0	2	1	0
Caust.v2_018236	NA	3	0	0	0	0	0	0	2	1	1	7	0
Caust.v2_018237	NA	26	31	31	9	34	25	38	10	23	16	84	51
Caust.v2_018238	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_020413	NA	3	2	2	1	0	0	1	4	0	2	0	0
Caust.v2_020414	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022031	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021979	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021381	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018999	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019000	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019001	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019002	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021220	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021365	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017944	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_017945	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_017946	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_017947	NA	1	0	1	2	2	0	0	0	0	1	2	2
Caust.v2_017948	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017949	NA	7	0	8	1	0	1	8	1	4	4	0	8
Caust.v2_017950	NA	0	0	0	0	0	1	0	0	1	0	0	0
Caust.v2_020727	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020728	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010546	NA	467	430	361	229	465	292	414	234	391	383	544	532
Caust.v2_010547	NA	609	491	387	293	603	425	620	312	577	450	740	665
Caust.v2_010548	NA	1	1	1	2	1	0	1	1	3	0	2	1
Caust.v2_010549	NA	23	17	7	6	28	15	39	17	25	18	42	31
Caust.v2_010550	NA	2	1	1	2	2	1	1	2	2	3	6	3
Caust.v2_010551	NA	1358	1306	1036	661	1375	883	1545	778	1225	1096	1847	1723
Caust.v2_010552	NA	89	90	102	47	105	77	74	52	64	71	186	107
Caust.v2_010553	NA	1430	1137	1130	733	1546	944	1347	720	1152	1127	2199	1769
Caust.v2_010554	NA	517	351	528	304	722	368	328	203	382	395	770	977
Caust.v2_010555	NA	725	680	537	359	681	477	698	357	654	656	796	839
Caust.v2_010556	NA	3	3	1	3	4	0	7	5	6	6	7	3
Caust.v2_010557	NA	3	11	2	2	11	3	10	3	8	9	4	5
Caust.v2_011501	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011502	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011503	NA	4	1	2	1	1	2	3	2	2	1	8	5
Caust.v2_011504	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011505	NA	1	0	0	0	2	2	0	0	1	2	2	4
Caust.v2_011506	NA	0	0	0	0	1	0	0	0	1	0	0	0
Caust.v2_011507	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011508	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011509	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011510	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011511	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_011512	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_011513	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011514	NA	2	0	1	1	0	0	1	1	0	0	0	0
Caust.v2_011515	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011516	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_011517	NA	576	617	492	243	540	384	647	325	570	529	601	703
Caust.v2_011518	NA	34	28	13	16	31	20	27	19	23	25	52	39
Caust.v2_011519	NA	163	191	109	56	177	119	283	98	202	187	281	299
Caust.v2_011520	NA	43	20	25	11	34	15	23	8	25	22	26	19
Caust.v2_011521	NA	1949	1693	1161	887	1628	1010	1723	913	1374	1588	2301	1863
Caust.v2_011522	NA	11	9	5	6	12	6	11	6	3	9	7	8
Caust.v2_011523	NA	22	8	4	4	5	3	10	20	3	11	43	30
Caust.v2_011524	NA	1370	2485	412	837	601	427	1279	1194	1807	1889	771	654
Caust.v2_011525	NA	7	8	0	1	0	1	3	4	4	3	2	4
Caust.v2_011526	NA	14	0	1	0	0	0	2	1	4	3	9	7
Caust.v2_018315	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018316	NA	1	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_018317	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018318	NA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_018319	NA	0	0	0	0	0	0	0	1	1	0	1	0
Caust.v2_011858	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011859	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011860	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_011861	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011862	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011863	NA	0	2	0	4	0	0	1	0	0	0	3	0
Caust.v2_011864	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011865	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_011866	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011867	NA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_011868	NA	0	1	0	1	1	0	0	0	0	0	0	0
Caust.v2_011869	NA	1	0	0	2	0	0	0	0	0	0	1	0
Caust.v2_011870	NA	4	0	1	0	1	0	0	1	0	0	1	2
Caust.v2_011871	NA	10	6	1	1	3	3	1	5	2	6	11	13
Caust.v2_011872	NA	1366	1165	990	762	1436	865	1499	712	1074	1126	2052	1735
Caust.v2_011873	NA	3	1	0	2	2	5	0	1	1	0	2	1
Caust.v2_011874	NA	36	7	5	10	8	7	8	10	12	8	43	20
Caust.v2_011875	NA	80	65	48	38	62	41	105	33	68	54	134	88
Caust.v2_011876	NA	2188	1997	1458	1136	2077	1401	2112	1065	1815	1743	2428	2505
Caust.v2_011877	NA	9	4	5	4	6	4	7	7	4	5	13	9
Caust.v2_011878	NA	52	49	61	31	57	42	70	38	69	58	113	117
Caust.v2_011879	NA	1	2	0	0	0	0	0	1	0	1	1	2
Caust.v2_011880	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011881	NA	0	0	0	0	1	0	0	0	0	1	0	0
Caust.v2_011882	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021254	NA	0	0	0	0	3	0	0	0	0	0	0	0
Caust.v2_021369	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020314	NA	0	0	0	0	0	0	0	0	0	0	1	2
Caust.v2_020315	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022140	NA	1	0	1	0	0	0	0	0	0	0	0	1
Caust.v2_020438	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020439	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016057	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_016058	NA	1	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_016059	NA	1	0	2	0	0	0	2	1	0	0	0	0
Caust.v2_016060	NA	15	11	5	6	10	2	10	10	9	7	6	11
Caust.v2_016061	NA	13	10	10	6	11	4	13	6	14	3	11	20
Caust.v2_016062	NA	29	26	10	3	15	7	41	12	38	23	27	21
Caust.v2_016063	NA	2	2	1	0	1	2	2	2	0	3	2	3
Caust.v2_018802	NA	0	0	1	0	1	0	2	0	0	0	0	0
Caust.v2_018803	NA	0	0	0	0	3	0	2	0	0	0	0	0
Caust.v2_018804	NA	0	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_018805	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020499	NA	2	6	2	3	3	3	3	0	9	3	8	12
Caust.v2_021347	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011945	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011946	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011947	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_011948	NA	26	22	26	9	18	25	75	28	49	35	70	40
Caust.v2_011949	NA	1	0	0	0	0	0	0	0	0	1	2	0
Caust.v2_011950	NA	168	146	121	85	144	82	207	87	158	148	205	218
Caust.v2_011951	NA	14	6	5	4	8	1	6	4	7	6	23	12
Caust.v2_011952	NA	3	2	3	0	0	0	3	3	0	1	2	1
Caust.v2_011953	NA	1	6	3	1	4	0	3	2	1	3	1	5
Caust.v2_011954	NA	0	1	5	3	7	2	1	2	0	3	1	10
Caust.v2_011955	NA	7	3	9	4	7	1	1	1	1	2	1	5
Caust.v2_011956	NA	3	0	1	0	0	0	1	0	1	0	7	2
Caust.v2_011957	NA	6	1	5	0	4	2	7	2	4	5	8	5
Caust.v2_011958	NA	1084	1054	811	541	1128	698	1048	550	892	940	1455	1325
Caust.v2_011959	NA	1930	2714	1061	803	1700	1129	2976	1250	2450	1928	2342	2008
Caust.v2_011960	NA	7	0	1	0	4	1	9	3	3	4	8	4
Caust.v2_011961	NA	6	3	1	2	1	2	3	4	5	3	8	5
Caust.v2_020057	NA	6	1	0	1	1	1	0	2	0	2	3	0
Caust.v2_020058	NA	156	197	137	64	150	118	254	86	147	122	215	190
Caust.v2_020583	NA	3	0	0	0	0	0	0	1	0	0	0	1
Caust.v2_021909	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021214	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_009978	NA	6	10	8	5	10	4	7	4	5	5	6	14
Caust.v2_009979	NA	63	46	41	23	60	32	74	26	61	69	99	79
Caust.v2_009980	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_009981	NA	23	39	10	8	17	13	47	17	41	28	37	26
Caust.v2_009982	NA	181	179	114	107	179	118	212	119	164	203	252	204
Caust.v2_009983	NA	1635	2599	1095	684	1470	977	2216	1354	2369	1934	1703	1827
Caust.v2_009984	NA	1	0	0	1	3	1	0	0	0	3	4	0
Caust.v2_009985	NA	558	467	340	301	507	294	429	230	434	499	570	467
Caust.v2_009986	NA	1022	994	636	361	876	572	1263	540	992	909	1408	1292
Caust.v2_009987	NA	12	18	4	6	7	5	12	7	13	18	52	15
Caust.v2_009988	NA	6	3	3	5	2	2	2	4	5	6	4	4
Caust.v2_009989	NA	5	2	5	2	4	2	6	2	4	3	9	9
Caust.v2_009990	NA	1946	1593	1318	805	1755	1120	2103	931	1618	1511	2516	2439
Caust.v2_009991	NA	4	1	0	1	4	1	3	1	0	1	5	1
Caust.v2_009992	NA	22	18	17	7	23	20	18	17	17	18	24	26
Caust.v2_009993	NA	397	419	200	215	314	175	456	280	332	380	416	357
Caust.v2_009994	NA	217	197	154	102	214	154	210	92	171	177	242	202
Caust.v2_009995	NA	853	739	564	423	815	480	743	481	669	697	979	854
Caust.v2_009996	NA	1	8	2	0	1	0	2	1	0	3	2	0
Caust.v2_009997	NA	33	21	7	7	15	13	22	21	24	28	52	36
Caust.v2_009998	NA	111	85	65	35	142	75	103	92	124	84	287	128
Caust.v2_009999	NA	3	5	1	0	2	1	1	0	0	0	0	3
Caust.v2_010000	NA	1	1	0	2	1	0	0	0	0	0	3	0
Caust.v2_010001	NA	3	2	2	2	1	1	3	1	3	2	1	2
Caust.v2_010002	NA	1	0	0	1	1	0	0	0	0	0	0	2
Caust.v2_010003	NA	19	49	12	6	16	17	45	18	34	29	24	36
Caust.v2_010004	NA	2	3	1	0	3	0	1	1	0	0	3	1
Caust.v2_010005	NA	281	217	167	80	224	134	371	168	266	220	517	384
Caust.v2_010006	NA	65	17	22	17	28	20	38	39	21	48	76	62
Caust.v2_010007	NA	3	3	1	0	4	3	12	5	3	5	17	10
Caust.v2_020759	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021999	NA	2	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_021276	NA	7	2	0	2	1	3	4	1	2	1	5	7
Caust.v2_004884	NA	0	0	0	0	0	0	1	1	0	0	0	0
Caust.v2_004885	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_004886	NA	23	16	13	16	13	15	26	11	13	20	44	27
Caust.v2_004887	NA	13	4	6	5	6	3	4	2	2	11	20	22
Caust.v2_004888	NA	1042	933	802	560	1077	673	869	542	866	781	1183	1196
Caust.v2_004889	NA	914	805	712	433	928	604	1053	550	855	805	1345	1200
Caust.v2_004890	NA	22	12	12	4	10	4	20	10	12	9	8	24
Caust.v2_004891	NA	20	17	29	14	25	24	28	12	14	28	25	36
Caust.v2_004892	NA	0	3	2	2	1	0	1	1	0	1	4	6
Caust.v2_004893	NA	4	1	1	0	4	0	5	0	1	4	3	4
Caust.v2_004894	NA	2	1	0	0	1	1	1	1	1	0	2	0
Caust.v2_004895	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004896	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004897	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004898	NA	339	334	242	119	262	227	358	169	294	257	356	378
Caust.v2_004899	NA	1	1	0	0	0	0	0	1	0	1	3	1
Caust.v2_004900	NA	1	0	1	1	0	0	0	0	0	0	0	0
Caust.v2_004901	NA	1762	1114	1112	744	1280	984	1499	653	1346	1173	1878	2058
Caust.v2_004902	NA	21	7	8	2	7	8	11	11	4	15	28	17
Caust.v2_004903	NA	722	768	651	395	813	507	740	382	673	694	1106	1041
Caust.v2_004904	NA	24	17	15	14	17	8	16	11	15	19	21	15
Caust.v2_004905	NA	16	16	13	13	13	7	18	8	11	18	14	25
Caust.v2_004906	NA	6	2	0	0	0	0	0	3	0	1	18	3
Caust.v2_004907	NA	84	97	81	35	124	71	173	48	98	83	326	162
Caust.v2_004908	NA	1	1	1	0	0	1	0	0	0	2	0	0
Caust.v2_004909	NA	78	66	62	22	80	46	78	34	66	59	108	84
Caust.v2_004910	NA	4523	3447	2704	2305	3690	2248	3609	2107	3242	3506	4691	4298
Caust.v2_004911	NA	10	3	6	0	4	3	7	3	2	11	19	11
Caust.v2_004912	NA	19	12	5	3	7	7	14	14	5	13	15	16
Caust.v2_004913	NA	77	56	44	47	67	55	58	29	50	59	71	75
Caust.v2_004914	NA	76	51	35	17	64	59	64	40	57	54	79	89
Caust.v2_004915	NA	5	1	0	1	0	0	1	2	2	1	3	1
Caust.v2_004916	NA	895	1454	526	378	775	483	1748	772	1319	946	923	899
Caust.v2_004917	NA	8	7	9	5	8	8	6	3	4	9	7	9
Caust.v2_004918	NA	34	22	13	14	15	15	10	23	21	28	40	28
Caust.v2_004919	NA	9133	7751	2957	4092	5067	2837	6921	5922	8118	10867	4620	4660
Caust.v2_004920	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004921	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004922	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_004923	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004924	NA	100	103	64	42	99	58	87	52	86	110	94	104
Caust.v2_004925	NA	521	612	331	229	572	361	534	368	402	442	793	621
Caust.v2_004926	NA	241	199	150	96	279	145	294	139	212	214	382	326
Caust.v2_004927	NA	7	4	2	1	7	1	6	7	3	8	18	11
Caust.v2_004928	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018598	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_018599	NA	1	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_018600	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018601	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014428	NA	9	5	1	0	0	5	4	2	3	1	1	3
Caust.v2_014429	NA	290	33	14	22	29	11	50	116	35	203	134	126
Caust.v2_014430	NA	27163	31159	11173	12845	17366	9255	25369	20152	24125	35886	15007	16269
Caust.v2_014431	NA	182	161	134	74	145	103	161	81	148	140	190	190
Caust.v2_014432	NA	106	107	120	75	143	73	132	72	82	85	201	147
Caust.v2_014433	NA	1	1	0	0	0	0	0	1	4	3	3	3
Caust.v2_014434	NA	23	23	7	7	15	8	31	10	16	15	34	25
Caust.v2_020938	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020913	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015587	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015588	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015589	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015590	NA	0	0	0	0	0	0	1	0	2	0	0	0
Caust.v2_015591	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015592	NA	4	1	1	0	0	1	0	1	0	0	2	3
Caust.v2_015593	NA	447	549	229	169	382	269	606	337	600	486	647	459
Caust.v2_015594	NA	6	1	0	0	0	1	4	3	0	3	11	3
Caust.v2_015595	NA	2	13	4	0	8	1	14	4	6	3	11	10
Caust.v2_015596	NA	2	2	1	0	1	0	2	3	3	3	8	1
Caust.v2_015597	NA	0	1	0	0	0	0	0	0	0	0	1	0
Caust.v2_021913	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017717	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017718	NA	1	0	0	0	0	0	0	0	0	1	1	0
Caust.v2_017719	NA	2	3	2	5	3	3	7	4	4	12	7	6
Caust.v2_017720	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017721	NA	0	5	0	0	0	0	0	0	1	0	0	0
Caust.v2_017722	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001424	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001425	NA	1	0	0	1	2	0	1	0	0	1	5	1
Caust.v2_001426	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001427	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_001428	NA	2	6	4	2	7	2	1	0	0	2	8	8
Caust.v2_001429	NA	0	0	1	0	0	0	1	0	0	0	0	0
Caust.v2_001430	NA	7	0	2	0	1	4	4	1	1	4	4	5
Caust.v2_001431	NA	23	15	10	2	22	14	24	16	21	20	40	26
Caust.v2_001432	NA	82	73	33	28	48	50	127	42	71	45	78	88
Caust.v2_001433	NA	72	58	43	35	66	38	60	35	57	71	101	80
